#OTU ID	GB11	GB12	GB14	GB21	GB22	GB23	GB24	GB25	GB26	GB31	GB32	GB33	GB34	GB35	GB36	GB41	GB42	GB43	GB44	GB45	GB46	GB51	GB52	GB53	GB54	GB55	GB56	GB61	GB62	GB63	GB64	GB65	GB66	GB71	GB72	GB73	GB74	GB75	GB76	GB81	GB82	GB83	GB84	GB85	GB86	PE11	PE12	PE14	PE15	PE16	PE21	PE22	PE23	PE24	PE25	PE26	PE31	PE32	PE33	PE34	PE35	PE36	PE41	PE42	PE43	PE44	PE45	PE46	PE51	PE52	PE53	PE54	PE55	PE56	PE61	PE62	PE63	PE64	PE65	PE66	PE71	PE72	PE73	PE74	PE75	PE76	PE81	PE82	PE83	PE84	PE85	PE86	PBS12	PBS13	PBS14	PBS15	PBS16	PBS21	PBS22	PBS23	PBS24	PBS25	PBS26	PBS31	PBS32	PBS33	PBS34	PBS35	PBS36	PBS41	PBS42	PBS43	PBS44	PBS45	PBS46	PBS51	PBS52	PBS53	PBS54	PBS55	PBS56	PBS61	PBS62	PBS63	PBS64	PBS65	PBS66	PBS71	PBS72	PBS73	PBS74	PBS75	PBS76	PBS81	PBS82	PBS83	PBS84	PBS85	PBS86
ASV1141	0	0	0	0	0	0	0	0	0	0	0	0	1616	720	507	0	0	0	0	0	173	3051	3656	1081	0	4225	2989	178	1043	170	0	1127	2139	0	0	0	0	345	332	0	0	0	0	0	1477	0	0	0	0	0	0	0	0	0	0	0	1536	0	0	2120	0	2052	0	888	0	1340	3310	6316	11920	11057	5848	9248	11679	33548	0	28776	5640	21892	15718	11392	0	0	0	0	3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3768	0	0	0	0	0	0	0	2045	0	4488	29231	11942	8898	23173	15811	16414	82335	48682	28851	0	48764	28527	31696	69686	5917	75133	48763	37615	17718	7517	0	6310	35453	9107
ASV1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1360	0	932	0	0	4684	844	1416	0	938	1702	0	2456	1113	8772	8906	5271	18193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19128	44384	37904	45466	110612	48139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84590	0	312596	21318	50240	77826
ASV464	482	0	0	0	0	0	316	0	0	0	0	309	159	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	79	0	0	0	235	0	0	0	0	0	658	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	703	123364	1202	468	3703	2993	8784	52455	1443	16866	3769	41440	91630	26877	147673	1180	50858	63061	234043	14127	17110	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3931	303	329	0	0	0	0	1269	1552	0	0	0	1055	0	943	0	0	0	10233	1237	8702	3227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5268	0	0	0	0	0	15478	0	0	0	0	4931	33947	26048	9882	21869	15186	5631	103908	76452	32950	4262	14263	30150	47042	76452	67632	31409	75417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10937	0	2322	0	0	0	0	0	0	22798	0	0	0	0	0	0	24575	39561	25642	8225	34635	7170
ASV828	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	484	0	515	0	0	0	0	922	666	0	0	0	492	643	2044	159	347	165	534	0	796	2374	957	614	8290	6260	12514	9149	2410	10065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	8509	9173	17248	10466	17764	6100	30968	30845	0	11682	36368	118502	110690	110072	76138	78381	143500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2278	0	0	0	0	7754	12983	3498	0	0
ASV1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	1013	488	0	984	482	472	7625	1215	2305	356	1877	3662	1108	1595	460	1382	1095	2291	0	371	3582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1923	0	0	0	0	0	19378	0	0	0	4910	0	4964	0	0	0	3766	0	0	0	3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14332	0	0	14679	8794	10664	141815	15805	21192	27163	0	82929	276786	94898	0	13753	16800	39540	26486	25052	0
ASV1975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41903	0	0	0	14464	0	0	39196	0	0	0	0	0	0	0	0	0	42609	38350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13679	0	155978	0	0	216262	261613	0	75536	0	0
ASV1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	279	0	0	0	0	0	0	984	0	0	1227	139	782	0	0	3937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1316	0	0	0	0	1108	10110	7175	2776	2646	3033	0	4399	13577	8093	0	5091	7174	7164	19316	9687	10588	22399	13188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12054	0	0	0	2814	0	765	11951	0	16381	29892	0	7983	121496	88471	262442	58701	37633	91839
ASV1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4393	0	0	0	17496	11280	10831	9708	4272	0	0	16585	0	14481	7289	13634	8152	33394	0	28516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4074	0	0	4562	0	37789	0	6589	0	0	0	52766	4857	87546	28353	0	0	69705	85757	140727	59395	82203	10845	42323
ASV1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4356	1641	0	0	0	0	0	0	0	4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8942	7685	0	0	0	0	0	0	0	0	215141	0	252880	331388	0	69195	0	0	0	0	0	0
ASV1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	1375	0	0	1156	2585	5514	1884	3107	830	2430	1524	0	707	0	6092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4374	4061	6913	0	5696	25580	29018	182228	17284	15631	8746	6817	47326	43371	48405	18850	7327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59814	11419	67062	29205	17732	12363	45359	3846	113041	25237	7091	3214
ASV1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0	0	502	0	0	2251	0	1258	0	252	0	10915	6677	5291	1549	1464	4582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6386	2965	0	0	4505	0	14917	4598	0	0	0	35145	272089	81159	26070	152069	82015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60015	81674	30770	4737	0	0
ASV2814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0	1125	0	0	0	1484	0	4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23177	0	25078	0	0	0	65243	0	0	0	56428	0	95664	0	61638	0	0	316093	0	82211	158389
ASV284	875	510	0	0	0	0	101	0	0	0	411	0	4130	0	864	793	360	1214	247	0	443	663	850	1126	1141	650	1598	756	840	1740	440	480	1468	1861	682	3573	827	1765	519	4991	2887	8073	6127	1595	11379	1557	0	400	0	303	656	887	752	351	1340	1244	1994	2355	0	2228	6630	22787	9430	2712	2928	3871	2382	9546	3256	5747	2939	7749	2472	14326	0	11247	11214	16233	6303	12269	9199	13873	28147	11411	5811	33883	19121	22962	23135	18149	26016	23819	246	701	2895	513	2848	2218	6864	0	2954	1541	6849	4727	3313	7011	3772	11907	12530	0	22598	14557	3001	0	13924	9108	0	14546	8915	3459	12143	6658	5874	10927	2667	13386	17530	7914	16550	42509	13968	10283	21070	23151	20210	0	9217	8353	17703
ASV1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4652	0	0	0	0	109824	0	21165	0	5951	0	50833	0	45965	71763	98453	0	114770	42367	221798	0	21452	0	79414
ASV781	0	0	0	1016	0	0	0	0	0	579	235	565	0	0	766	0	0	843	0	0	0	1628	754	467	0	0	3075	1149	1464	0	0	365	693	874	0	0	0	0	0	0	988	0	0	0	0	710	0	0	0	0	1496	787	686	114	1698	1135	5117	6645	2595	0	13072	20340	37275	3309	10231	0	5433	11253	13070	4573	10202	2696	2374	36763	4937	8950	17980	6271	13628	17684	5881	4104	23261	0	8191	40455	3313	0	18075	0	0	0	0	0	0	0	0	0	0	0	0	0	1620	0	0	0	0	0	3942	41445	10689	0	0	0	11966	56933	0	40828	6266	15426	18054	75314	22886	24925	0	0	64511	0	8727	19489	6469	0	32382	20205	8948	0	4555	4594	9719
ASV1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	1421	0	0	394	0	1135	4014	0	1981	214	616	958	571	576	2215	2078	0	1060	2162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1782	0	31640	27127	61194	9479	39314	21371	30959	6361	10503	19993	25297	23227	6631	7552	9054	11958	43790	11765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2624	0	0	23763	0	2848	85529	21075	0	0	26711	55334	38920	33576	50923	22516	21273	4276	22009	18036	32689	4963
ASV1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	1257	0	0	2374	880	0	2306	1565	1021	1204	4696	0	0	0	3791	0	1726	0	0	0	5722	2475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91093	0	0	132448	0	0	41710	0	0	0	0	16795	0	44823	13605	0	0	0	35067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91233	9087	0	0	0	0	114110	9280	0	21983	204958	0	16974	13299	0	0	0	0	0	0	0
ASV1939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12761	0	0	0	0	0	90806	0	0	0	76516	114924	145556	0	97659	0	222810	108313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV997	0	0	0	0	0	0	0	0	0	0	0	0	2733	0	0	613	0	0	0	0	203	3783	5060	0	0	4948	3706	2909	2647	0	3221	440	3757	0	0	4036	0	0	0	0	2182	6031	0	1644	8648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7132	26040	19836	22391	0	11800	38498	77163	36397	42009	43720	25987	27516	16911	39248	13031	0	25304	38411	0	40309	38393	26455	25188	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13071	0	0	0	0	0	0	12217	0	0	0	0	0	0	0	0	0	0	73041	0	83769	0	0	0
ASV1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1551	0	1209	332	13271	4404	13733	2829	2808	11261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3226	0	0	2063	13079	3149	0	0	0	0	70650	16086	41521	7733	53936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11451	0	0	0	0	0	0	0	0	5917	0	0	16834	201988	134259	100906	43805	21898	78395
ASV1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3205	341	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4042	3335	0	2349	1535	0	8875	0	0	4460	0	26574	14857	16558	2187	27690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1146	0	0	0	0	5996	0	0	0	0	0	12577	25038	15151	22327	0	0	10695	43224	62677	175273	48974	219691	118315
ASV1981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0	0	0	0	0	0	0	0	2162	0	0	0	3431	1007	678	3335	0	0	1457	0	1014	0	983	1844	0	0	0	0	4370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17638	14388	0	0	0	0	13265	0	0	0	0	0	0	0	16154	0	19955	0	10087	0	25712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39369	23832	0	0	0	0	61023	110914	99233	149714	0	91338	0	88641	0	36989	0	33823
ASV1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900	0	0	765	0	0	0	0	0	0	2246	4516	4376	0	0	0	20252	0	99948	13300	27342	0	0	0	23192	55336	32804	165022	217256	0	155516	0	0	6041	0	0	16117	4682	0	18259	3343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	188	0	1156	0	0	0	0	0	1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53336	16165	0	0	40815	0	0	30340	0	60174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134553	17436	29648	15387	0	0	0	0	0	0	0	0	100743	95679	110309	95158	0	21272	48216
ASV1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	0	0	182	0	0	508	0	372	359	537	1988	1594	520	876	0	363	0	0	527	174	0	0	190	518	3497	720	204	2256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7238	0	1604	0	0	3211	4109	14070	8273	0	2590	10879	9666	8326	3849	9040	1405	19798	11067	36444	12030	18627	27077	4976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4150	0	5364	0	0	40242	16971	19387	19592	0	0	18042	43742	32807	18584	57716	24835	55194	103234	38819	67655	25707	25279	24193
ASV2261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723	0	0	0	410	0	0	364	0	0	9935	4682	4461	6016	0	1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14464	53900	113625	81393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1946	0	0	0	0	0	0	0	0	0	0	233572	86606	148012	0	10642	96821
ASV1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1047	646	0	0	799	456	575	1690	0	0	365	693	0	0	0	0	0	0	727	0	0	573	0	5024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3713	0	0	0	45254	3501	9003	10441	0	5226	6440	1999	3074	0	8842	0	6255	0	0	0	15700	11151	6890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5051	0	9766	0	12246	0	17824	27273	22432	0	15209	18242	33290	57483	25559	27818	27765	18747	98730	61845	112140	48122	28241	50332
ASV1021	0	0	0	8548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1052	0	0	3827	0	0	3170	0	0	26778	0	11185	104774	28879	0	88833	0	0	132334	0	0	55139	0	0	45376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26873	0	0	19124	0	0	67797	0	13680	0	0	0	0	171758	0	0	0	0	0	58641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1037	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	1397	739	0	1218	4501	1954	1381	1160	756	1147	1879	3566	0	0	0	0	576	0	1247	0	636	0	669	1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11232	0	0	0	0	4262	31344	15430	38009	18506	42768	45305	100402	31990	30848	35609	54988	40894	36004	29532	9802	16618	8944	18365	8052	13342	11771	23438	23104	9503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6566	0	0	0	0	0	0	0	0	0	9907	0	0	21075	0	19691	16197	0	0	21644	0	18714	0	0	0	12224	0	6551
ASV1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	363	0	0	0	0	0	1662	0	0	0	0	2129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20750	0	23054	0	56413	0	0	0	24402	39932	0	0	23495	0	0	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	6396	0	0	0	0	0	14174	7636	0	0	0	72135	129782	141581	51124	0	70249	34546	0	56476	31932	57793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33163	0	0	0	0	0	79987	2803	434899	7289	0	0	66177	13984	71049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17732	0	0	0	53647	0	85923	0
ASV906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	382	198	0	382	0	0	2162	1092	0	4599	4626	2118	3496	3998	8383	1318	4936	11514	211	2224	0	375	1324	1272	2456	2226	1253	3098	659	3234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5419	0	5764	0	0	0	15562	5925	29064	11392	7522	10602	78528	15629	14328	23972	34422	21050	16038	19244	4598	8184	14598	11173	6998	16861	0	10365	26726	8469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6984	0	0	3596	4577	19644	25668	8617	80034	9094	16936	12658	17354	39756	0	31159	55014	12673	0	0	0	16186	15986	0
ASV2375	0	0	0	0	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118	0	0	0	1266	0	0	0	0	0	0	0	0	1162	0	3639	0	0	0	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5667	0	0	0	7890	28957	30250	0	0	5568	12474	0	13873	27126	0	0	19154	0	17853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5195	0	0	40305	22846	63184	0	41044	22050	77252	95543	62094	54665	0	0	121065	49387	0	32373	0	0
ASV481	0	0	0	1475	885	1808	0	301	0	0	817	886	0	1523	763	0	409	2307	0	101	195	1925	751	509	824	795	2381	200	687	2401	194	212	905	109	104	292	580	487	0	7807	2964	3876	8283	906	6044	0	0	0	0	100	702	1763	896	0	0	791	0	0	0	3111	0	18298	0	0	8541	0	0	7129	0	0	0	0	0	4575	0	0	0	6113	5088	5492	0	0	0	0	4152	2743	6854	6007	14366	3886	17732	0	2250	3184	878	714	2581	16297	167877	44118	5768	29703	31051	41858	53369	90404	0	4966	11805	14128	0	0	4040	0	31857	0	0	21525	0	0	0	0	5372	0	0	0	0	0	0	0	0	0	0	44403	54270	0	0	0	9979
ASV340	0	0	0	1503	0	192	0	0	0	771	586	1882	6390	3687	2915	5083	1369	5812	564	770	1681	30014	6634	31882	45705	17281	52153	18181	15758	19822	48594	21885	22304	416	797	1673	0	0	358	3226	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	189	1420	0	2161	0	6615	6198	0	2874	5205	0	5237	5353	10139	8629	64306	6485	8894	35464	13781	17385	16064	42511	31918	28420	0	6834	0	0	0	5766	5975	0	0	0	0	0	0	0	0	0	0	0	3642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10512	12883	7249	12008	0	0	0	8490	20750	11492	0	45460	0	24638	0	0	0	0	0	0	0	0	0	0
ASV1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3774	0	0	0	0	15817	0	0	0	0	0	157324	121781	38353	170758	52932	89947	2888	21048	11337	0	3218	14577	42605	0	31561	41090	24408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2562	0	0	0	0	0	0	0	0	0	0	0	18181	0	0	0	0
ASV1092	0	0	0	0	0	0	0	0	0	0	0	0	6272	0	0	0	0	0	1015	0	0	0	0	0	8722	0	0	413	0	4954	601	3282	0	1796	0	1405	399	2413	0	1742	0	0	3296	2804	4731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23460	0	0	0	0	0	61935	0	0	0	0	0	19930	0	0	12792	0	40735	18522	35272	28476	10333	0	1712	6258	20618	0	20348	0	37477	22054	34907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44369	0	0	0	0	0	28189	0	0	0	0	0	35496	0	0	0	0	42571	50268	86480	0	0	0	17520	17737	27541	0	9081	0	20831	0	43729	0
ASV1802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3113	0	0	1163	684	223	0	0	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2589	0	0	0	0	3393	5310	10005	3304	0	2939	13887	0	0	1516	0	0	0	0	0	0	0	0	0	0	4514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1177	0	0	0	0	0	0	0	12962	0	0	17656	0	43818	71784	27884	23526	16259	44640	98371	82160	12169	21272	49275	43388	6466	109331	39725	31045	17659	0	0	16784	8478	12880
ASV1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1666	0	0	0	0	1408	341	9915	3607	0	23419	6946	4509	7000	5146	3357	0	741	5275	0	729	0	0	2043	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	12098	0	0	0	12981	5730	24378	4895	12211	32490	35059	0	40662	11550	52617	20893	18250	19095	15961	20603	0	0	0	0	12698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5108	0	32910	39411	11520	28686	0	16053	20582	0	0	0	23911	41859	54879	57886	19699	0	50340	0	0	0	0	0	28539
ASV1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	443	0	0	0	0	0	0	0	616	439	0	0	0	0	0	136	0	278	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	0	0	0	0	0	2030	0	0	0	0	0	20682	12156	4428	5689	0	0	12867	9064	1110	0	0	6034	1523	3520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26010	48974	41557	23497	30112	33813	62290	32124	48907	25472	7612	55820	47174	56437	25278	66949	10302	68609	12208	20648	0	14343	7013	11278
ASV195	668	94	0	18435	825	5060	563	561	372	47616	762	78521	80695	12500	12626	55858	2577	37456	3028	13806	456	12945	788	14514	17208	2873	6386	1401	0	627	634	99	94	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	2712	0	836	279	828	461	808	1608	32215	13727	13641	46878	29092	6546	24015	21992	23580	14367	14240	1858	24038	3773	4822	0	0	1091	0	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	3537	0	0	0	571	0	0	0	43094	9106	4631	0	17478	4825	15090	10048	7769	11086	0	4989	10516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
