ASV_ID	GB81	GB82	GB83	GB84	GB85	GB86	PBS81	PBS82	PBS83	PBS84	PBS85	PBS86	PE81	PE82	PE83	PE84	PE85	PE86
ASV14520	0	0	0	0	0	0	0	20031	0	0	0	0	0	0	0	0	0	0
ASV14521	0	0	0	0	0	0	0	21677	0	0	0	0	0	0	0	0	0	0
ASV14523	0	0	0	0	0	0	0	18329	0	0	0	0	0	0	0	0	0	0
ASV14524	0	0	0	0	0	0	0	21677	0	0	0	0	0	0	0	0	0	0
ASV14525	0	0	0	0	0	0	0	15314	0	0	0	0	0	0	0	0	0	0
ASV14526	0	0	0	0	0	0	0	13811	0	0	0	0	0	6114	0	0	0	0
ASV14527	0	0	0	0	0	0	0	11595	0	7896	0	0	0	0	0	0	0	0
ASV14528	0	0	0	0	0	0	0	7274	19581	4935	0	0	0	0	0	0	0	0
ASV14529	0	0	0	0	0	0	0	12251	0	0	0	0	0	0	0	0	0	0
ASV14530	0	0	0	0	0	0	0	0	39540	0	0	0	0	0	0	0	0	0
ASV14532	0	0	0	0	0	0	0	0	42789	0	0	0	0	0	0	0	0	0
ASV14533	0	0	0	0	0	0	0	0	37039	0	0	0	0	0	0	0	0	0
ASV14534	0	0	0	0	0	0	0	0	31861	0	0	0	0	0	0	0	0	861
ASV14535	0	0	0	0	0	0	0	0	18994	0	15788	0	0	0	0	0	0	0
ASV14536	0	0	0	0	0	0	0	0	12134	0	0	11072	0	0	0	0	0	0
ASV14537	0	0	0	0	0	0	0	0	0	2920	7972	0	0	0	0	0	0	0
ASV14538	0	0	0	0	0	0	0	0	0	0	11351	0	0	0	0	0	0	0
ASV14539	0	0	0	0	0	0	0	0	0	0	11110	0	0	0	0	0	3269	0
ASV14540	0	0	0	0	0	0	0	0	0	0	3545	0	0	0	0	0	0	7327
ASV14541	0	0	0	0	0	0	0	0	0	0	2085	0	3195	0	0	0	0	0
ASV14542	0	0	0	0	0	0	0	0	0	0	0	9177	0	0	0	0	0	0
ASV14543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923
ASV14561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14563	0	0	0	0	0	0	0	0	0	0	0	0	0	6162	0	0	0	0
ASV14564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4088	0	0
ASV14580	0	0	0	0	0	0	0	0	0	0	0	0	0	6114	0	0	0	0
ASV14581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2375	1115	0	0
ASV14585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14587	0	0	0	0	0	0	0	0	0	0	0	0	9160	0	0	0	0	0
ASV14588	0	0	0	0	0	0	0	0	0	0	0	0	10728	0	0	0	0	0
ASV14589	0	0	0	0	0	0	0	0	0	0	0	0	20061	0	0	0	0	0
ASV14590	0	0	0	0	0	0	0	0	0	0	0	0	9119	0	0	0	0	0
ASV14591	0	0	0	0	0	0	0	0	0	0	0	0	7145	0	0	0	18118	0
ASV14592	0	0	0	0	0	0	0	0	0	0	0	0	0	10768	0	0	0	0
ASV14593	0	0	0	0	0	0	0	0	0	0	0	0	0	18829	0	0	0	0
ASV14594	0	0	0	0	0	0	0	0	0	0	0	0	0	18829	0	0	0	0
ASV14595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12421	2367	0	0
ASV14596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28360	0	0
ASV14597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13338	0	0
ASV14598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9936	0	0
ASV14599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9737	0	0
ASV14600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14606	0	0
ASV14601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5298
ASV14602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6270
ASV14603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6789
ASV14604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14609	0	0	0	0	0	0	0	0	8941	0	0	0	0	0	0	0	0	611
ASV14610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14611	0	0	0	0	0	0	0	0	0	0	0	1434	0	0	0	0	0	0
ASV14612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14620	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14621	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV14622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1893
ASV14629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14632	0	0	0	0	0	0	805	0	0	0	0	0	0	0	347	0	0	0
ASV14633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14636	0	0	0	0	0	55	0	0	0	0	0	0	0	0	362	0	0	0
ASV14637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14648	0	0	0	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	611
ASV14649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14660	0	0	0	0	0	0	0	0	0	0	0	19364	0	0	0	0	0	0
ASV14661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14664	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	0	0	0
ASV14666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14670	0	0	0	0	0	0	31646	0	0	0	0	0	0	0	0	0	0	0
ASV14671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17432	0	0
ASV14672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413	0	0
ASV14683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14688	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1286	0	0	0
ASV14690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14693	0	0	0	0	0	0	0	0	0	0	0	0	2842	0	0	0	0	0
ASV14694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14700	0	0	0	0	0	0	0	0	0	0	5005	0	0	0	0	0	1208	0
ASV14701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14702	0	0	0	0	0	0	0	0	13489	0	0	4963	0	0	0	0	0	0
ASV14703	0	0	0	0	0	0	0	0	0	6001	0	0	0	0	0	0	0	0
ASV14704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14705	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14706	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14713	0	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14716	374	0	0	0	0	369	0	0	0	0	0	0	0	0	0	2367	0	0
ASV14717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14727	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14729	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14732	0	0	0	0	0	0	0	0	0	0	0	3929	0	0	0	0	0	0
ASV14733	316	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14734	0	0	0	0	0	937	0	0	0	0	0	0	0	0	0	0	0	0
ASV14735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14736	0	0	0	0	0	0	0	0	0	0	0	0	3966	0	0	0	0	1560
ASV14737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8010	0	0
ASV14741	0	0	0	0	0	757	0	0	0	0	0	0	0	0	0	0	0	0
ASV14742	0	0	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10365	0	0
ASV14744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14746	1844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14747	0	0	381	0	0	184	0	3846	3832	0	0	0	0	0	0	0	0	0
ASV14748	0	0	0	0	0	0	0	1217	0	0	0	0	0	0	0	0	0	0
ASV14749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14753	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14754	0	0	0	0	0	292	0	0	0	0	0	2726	0	0	0	0	0	0
ASV14755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14757	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14758	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14759	4093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14760	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14761	1580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14762	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14763	2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14764	764	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14765	2213	0	0	0	0	729	0	0	0	0	0	0	0	0	0	4669	2384	0
ASV14766	2047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14767	461	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14768	632	0	0	0	0	624	0	0	0	0	0	0	0	0	4132	0	0	0
ASV14769	394	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14770	394	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14771	376	0	0	0	0	1113	0	0	0	0	0	0	0	0	0	0	0	0
ASV14772	474	0	0	0	0	937	0	0	0	0	0	0	0	0	0	0	0	1893
ASV14773	819	0	0	0	0	0	0	0	26574	0	0	0	4665	0	0	6125	0	0
ASV14774	0	1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14775	0	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14776	0	2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14777	0	1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14778	0	794	0	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14779	0	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3524
ASV14780	0	470	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14781	0	143	0	0	0	1561	0	0	0	0	0	0	0	0	0	0	0	0
ASV14782	0	247	0	2581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14783	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14784	0	0	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14785	0	0	1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14786	0	0	1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14787	0	0	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14788	0	0	1129	0	0	0	0	0	0	0	0	0	0	0	3099	0	0	0
ASV14789	0	0	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14790	0	0	602	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0
ASV14791	0	0	602	0	0	0	0	0	2690	0	0	0	0	0	2251	0	0	0
ASV14792	0	0	696	0	0	0	0	0	0	0	0	0	0	0	5054	0	0	0
ASV14793	0	0	0	1945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14794	0	0	0	4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14795	0	0	0	784	0	117	0	0	0	0	0	0	0	0	0	2587	0	0
ASV14796	0	0	0	1450	235	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14797	0	0	0	1744	0	0	0	0	0	0	0	0	8826	0	0	0	0	0
ASV14798	0	0	0	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14799	0	0	0	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14800	0	0	0	349	0	0	0	30697	0	0	0	0	0	0	0	0	0	0
ASV14801	0	0	0	0	1706	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14802	0	0	0	0	602	0	0	7517	0	0	0	0	0	0	0	0	0	0
ASV14803	0	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14804	0	0	0	0	130	478	0	0	0	0	0	0	0	0	2771	0	0	0
ASV14805	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	9036	0	0
ASV14806	0	0	0	0	0	2205	0	0	0	0	0	0	0	0	0	0	0	0
ASV14807	0	0	0	0	0	1650	0	0	0	0	0	0	0	0	0	0	0	0
ASV14808	0	0	0	0	0	1435	0	0	0	0	0	0	0	0	0	0	0	0
ASV14809	0	0	0	0	0	3976	0	0	0	0	0	0	0	0	0	0	0	0
ASV14810	0	0	0	0	0	1820	0	0	0	0	0	0	0	0	0	0	0	0
ASV14811	0	0	0	0	0	1617	0	0	0	0	0	0	0	0	4013	12250	0	2229
ASV14812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14822	0	0	0	0	0	0	0	0	0	0	0	2697	0	0	0	0	0	0
ASV14823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14834	0	0	0	0	0	0	1655	0	0	0	0	0	0	0	0	0	0	0
ASV14835	0	0	0	0	0	0	0	0	0	0	1763	0	0	0	0	0	0	0
ASV14836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14846	0	0	0	0	0	0	0	0	4795	0	0	0	0	0	0	0	0	0
ASV14847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14849	0	0	0	0	0	0	0	3446	0	0	0	0	0	0	0	0	0	0
ASV14850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2378	0	0
ASV14852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14853	0	0	0	0	0	0	0	0	0	0	16850	0	0	0	0	0	0	0
ASV14854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV14855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
