ASV_ID	GB81	GB82	GB83	GB84	GB85	GB86	PBS81	PBS82	PBS83	PBS84	PBS85	PBS86	PE81	PE82	PE83	PE84	PE85	PE86
ASV47460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV47470	0	0	0	0	0	0	3596	0	0	0	0	0	0	0	0	0	0	0
ASV47471	0	0	0	0	0	0	4954	0	0	0	0	0	0	0	0	0	0	0
ASV47472	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47473	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47475	0	0	0	0	0	0	3930	0	0	0	0	0	0	0	0	0	0	0
ASV47476	0	0	0	0	0	0	9313	0	0	0	0	0	0	0	0	0	0	0
ASV47477	0	0	0	0	0	0	2661	0	0	0	0	0	0	0	0	0	0	0
ASV47478	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47479	0	0	0	0	0	0	6209	0	0	0	0	0	0	0	0	0	0	0
ASV47480	0	0	0	0	0	0	2376	0	0	0	0	0	0	0	0	0	0	0
ASV47481	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47482	0	0	0	0	0	0	9042	0	0	0	0	0	0	0	0	0	0	0
ASV47483	0	0	0	0	0	0	5749	0	0	0	0	0	0	0	0	0	0	0
ASV47484	0	0	0	0	0	0	3104	0	0	0	0	0	0	0	0	0	0	0
ASV47485	0	0	0	0	0	0	3189	0	0	0	0	0	0	0	0	0	0	0
ASV47486	0	0	0	0	0	0	1555	0	0	0	0	0	0	0	0	0	0	0
ASV47487	0	0	0	0	0	0	4656	0	0	0	0	0	0	0	0	0	0	0
ASV47488	0	0	0	0	0	0	4656	0	0	0	0	0	0	0	0	0	0	0
ASV47489	0	0	0	0	0	0	3596	0	0	0	0	0	0	0	0	0	0	0
ASV47490	0	0	0	0	0	0	3104	0	0	0	0	0	0	0	0	0	0	0
ASV47491	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47492	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47493	0	0	0	0	0	0	3387	0	0	0	0	0	0	0	0	0	0	0
ASV47494	0	0	0	0	0	0	3930	0	0	0	0	0	0	0	0	0	0	0
ASV47495	0	0	0	0	0	0	2239	0	0	0	0	0	0	0	0	0	0	0
ASV47496	0	0	0	0	0	0	2136	0	0	0	0	0	0	0	0	0	0	0
ASV47497	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47498	0	0	0	0	0	0	4656	0	0	0	0	0	0	0	0	0	0	0
ASV47499	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47500	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47501	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47502	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47503	0	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0
ASV47504	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47505	0	0	0	0	0	0	8390	0	0	0	0	0	0	0	0	0	0	0
ASV47506	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47507	0	0	0	0	0	0	2328	0	0	0	0	0	0	0	0	0	0	0
ASV47508	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47509	0	0	0	0	0	0	1552	0	0	0	0	0	0	0	0	0	0	0
ASV47510	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47512	0	0	0	0	0	0	4656	0	0	0	0	0	0	0	0	0	0	0
ASV47513	0	0	0	0	0	0	3488	0	0	0	0	0	0	0	0	0	0	0
ASV47514	0	0	0	0	0	0	3930	0	0	0	0	0	0	0	0	0	0	0
ASV47515	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47516	0	0	0	0	0	0	3596	0	0	0	0	0	0	0	0	0	0	0
ASV47517	0	0	0	0	0	0	3168	0	0	0	0	0	0	0	0	0	0	0
ASV47518	0	0	0	0	0	0	3488	0	0	0	0	0	0	0	0	0	0	0
ASV47519	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47520	0	0	0	0	0	0	3168	0	0	0	0	0	0	0	0	0	0	0
ASV47521	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47522	0	0	0	0	0	0	3596	0	0	0	0	0	0	0	0	0	0	0
ASV47523	0	0	0	0	0	0	5145	0	0	0	0	0	0	0	0	0	0	0
ASV47524	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47525	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47526	0	0	0	0	0	0	4253	0	0	0	0	0	0	0	0	0	0	0
ASV47527	0	0	0	0	0	0	1310	0	0	0	0	0	0	0	0	0	0	0
ASV47529	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47530	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	0
ASV47531	0	0	0	0	0	0	0	3304	0	0	0	0	0	0	0	0	0	0
ASV47532	0	0	0	0	0	0	0	2367	0	0	0	0	0	0	0	0	0	0
ASV47533	0	0	0	0	0	0	0	2746	0	0	0	0	0	0	0	0	0	0
ASV47534	0	0	0	0	0	0	0	4339	0	0	0	0	0	0	0	0	0	0
ASV47535	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47536	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47537	0	0	0	0	0	0	0	6508	0	0	0	0	0	0	0	0	0	0
ASV47538	0	0	0	0	0	0	0	1564	0	0	0	0	0	0	0	0	0	0
ASV47539	0	0	0	0	0	0	0	1607	0	0	0	0	0	0	0	0	0	0
ASV47540	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47541	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47542	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47543	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47544	0	0	0	0	0	0	0	3254	0	0	0	0	0	0	0	0	0	0
ASV47545	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47546	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47547	0	0	0	0	0	0	0	2199	0	0	0	0	0	0	0	0	0	0
ASV47548	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47549	0	0	0	0	0	0	0	3616	0	0	0	0	0	0	0	0	0	0
ASV47550	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47551	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47552	0	0	0	0	0	0	0	2746	0	0	0	0	0	0	0	0	0	0
ASV47553	0	0	0	0	0	0	0	5515	0	0	0	0	0	0	0	0	0	0
ASV47554	0	0	0	0	0	0	0	1925	0	0	0	0	0	0	0	0	0	0
ASV47555	0	0	0	0	0	0	0	1925	0	0	0	0	0	0	0	0	0	0
ASV47556	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47557	0	0	0	0	0	0	0	3254	0	0	0	0	0	0	0	0	0	0
ASV47558	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47559	0	0	0	0	0	0	0	3480	0	0	0	0	0	0	0	0	0	0
ASV47560	0	0	0	0	0	0	0	1627	0	0	0	0	0	0	0	0	0	0
ASV47561	0	0	0	0	0	0	0	6318	0	0	0	0	0	0	0	0	0	0
ASV47562	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47563	0	0	0	0	0	0	0	1735	0	0	0	0	0	0	0	0	0	0
ASV47564	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47565	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47566	0	0	0	0	0	0	0	1564	0	0	0	0	0	0	0	0	0	0
ASV47567	0	0	0	0	0	0	0	6508	0	0	0	0	0	0	0	0	0	0
ASV47568	0	0	0	0	0	0	0	2367	0	0	0	0	0	0	0	0	0	0
ASV47569	0	0	0	0	0	0	0	1735	0	0	0	0	0	0	0	0	0	0
ASV47570	0	0	0	0	0	0	0	3206	0	0	0	0	0	0	0	0	0	0
ASV47571	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	0
ASV47572	0	0	0	0	0	0	0	2958	0	0	0	0	0	0	0	0	0	0
ASV47573	0	0	0	0	0	0	0	1881	0	0	0	0	0	0	0	0	0	0
ASV47574	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47576	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47577	0	0	0	0	0	0	0	2214	0	0	0	0	0	0	0	0	0	0
ASV47578	0	0	0	0	0	0	0	2367	0	0	0	0	0	0	0	0	0	0
ASV47579	0	0	0	0	0	0	0	3254	0	0	0	0	0	0	0	0	0	0
ASV47580	0	0	0	0	0	0	0	3254	0	0	0	0	0	0	0	0	0	0
ASV47581	0	0	0	0	0	0	0	6508	0	0	0	0	0	0	0	0	0	0
ASV47582	0	0	0	0	0	0	0	2972	0	0	0	0	0	0	0	0	0	0
ASV47583	0	0	0	0	0	0	0	3254	0	0	0	0	0	0	0	0	0	0
ASV47584	0	0	0	0	0	0	0	3254	0	0	0	0	0	0	0	0	0	0
ASV47585	0	0	0	0	0	0	0	0	3730	0	0	0	0	0	0	0	0	0
ASV47586	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47587	0	0	0	0	0	0	0	0	4907	0	0	0	0	0	0	0	0	0
ASV47588	0	0	0	0	0	0	0	0	4320	0	0	0	0	0	0	0	0	0
ASV47589	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47590	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47591	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47592	0	0	0	0	0	0	0	0	4320	0	0	0	0	0	0	0	0	0
ASV47593	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47594	0	0	0	0	0	0	0	0	2690	0	0	0	0	0	0	0	0	0
ASV47595	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47596	0	0	0	0	0	0	0	0	3310	0	0	0	0	0	0	0	0	0
ASV47597	0	0	0	0	0	0	0	0	5594	0	0	0	0	0	0	0	0	0
ASV47598	0	0	0	0	0	0	0	0	6394	0	0	0	0	0	0	0	0	0
ASV47599	0	0	0	0	0	0	0	0	4721	0	0	0	0	0	0	0	0	0
ASV47600	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47601	0	0	0	0	0	0	0	0	4191	0	0	0	0	0	0	0	0	0
ASV47602	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47603	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47604	0	0	0	0	0	0	0	0	2891	0	0	0	0	0	0	0	0	0
ASV47605	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47606	0	0	0	0	0	0	0	0	5594	0	0	0	0	0	0	0	0	0
ASV47607	0	0	0	0	0	0	0	0	4721	0	0	0	0	0	0	0	0	0
ASV47608	0	0	0	0	0	0	0	0	3730	0	0	0	0	0	0	0	0	0
ASV47609	0	0	0	0	0	0	0	0	3832	0	0	0	0	0	0	0	0	0
ASV47610	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47611	0	0	0	0	0	0	0	0	11189	0	0	0	0	0	0	0	0	0
ASV47612	0	0	0	0	0	0	0	0	3832	0	0	0	0	0	0	0	0	0
ASV47613	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47614	0	0	0	0	0	0	0	0	2891	0	0	0	0	0	0	0	0	0
ASV47615	0	0	0	0	0	0	0	0	11189	0	0	0	0	0	0	0	0	0
ASV47616	0	0	0	0	0	0	0	0	4721	0	0	0	0	0	0	0	0	0
ASV47617	0	0	0	0	0	0	0	0	4721	0	0	0	0	0	0	0	0	0
ASV47618	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47619	0	0	0	0	0	0	0	0	3806	0	0	0	0	0	0	0	0	0
ASV47620	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47621	0	0	0	0	0	0	0	0	6700	0	0	0	0	0	0	0	0	0
ASV47622	0	0	0	0	0	0	0	0	5983	0	0	0	0	0	0	0	0	0
ASV47623	0	0	0	0	0	0	0	0	5983	0	0	0	0	0	0	0	0	0
ASV47624	0	0	0	0	0	0	0	0	4320	0	0	0	0	0	0	0	0	0
ASV47625	0	0	0	0	0	0	0	0	5983	0	0	0	0	0	0	0	0	0
ASV47626	0	0	0	0	0	0	0	0	11189	0	0	0	0	0	0	0	0	0
ASV47627	0	0	0	0	0	0	0	0	5983	0	0	0	0	0	0	0	0	0
ASV47628	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47629	0	0	0	0	0	0	0	0	1868	0	0	0	0	0	0	0	0	0
ASV47630	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47631	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47632	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47633	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47634	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47635	0	0	0	0	0	0	0	0	4320	0	0	0	0	0	0	0	0	0
ASV47636	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47637	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47638	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47639	0	0	0	0	0	0	0	0	11189	0	0	0	0	0	0	0	0	0
ASV47640	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47641	0	0	0	0	0	0	0	0	5109	0	0	0	0	0	0	0	0	0
ASV47642	0	0	0	0	0	0	0	0	0	3948	0	0	0	0	0	0	0	0
ASV47643	0	0	0	0	0	0	0	0	0	3833	0	0	0	0	0	0	0	0
ASV47644	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47645	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47646	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47647	0	0	0	0	0	0	0	0	0	1343	0	0	0	0	0	0	0	0
ASV47648	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47649	0	0	0	0	0	0	0	0	0	1053	0	0	0	0	0	0	0	0
ASV47650	0	0	0	0	0	0	0	0	0	949	0	0	0	0	0	0	0	0
ASV47651	0	0	0	0	0	0	0	0	0	3290	0	0	0	0	0	0	0	0
ASV47652	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47653	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47654	0	0	0	0	0	0	0	0	0	3948	0	0	0	0	0	0	0	0
ASV47655	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	0	0
ASV47656	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47657	0	0	0	0	0	0	0	0	0	1076	0	0	0	0	0	0	0	0
ASV47658	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47659	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47660	0	0	0	0	0	0	0	0	0	3948	0	0	0	0	0	0	0	0
ASV47661	0	0	0	0	0	0	0	0	0	1974	0	0	0	0	0	0	0	0
ASV47662	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47663	0	0	0	0	0	0	0	0	0	1524	0	0	0	0	0	0	0	0
ASV47664	0	0	0	0	0	0	0	0	0	2243	0	0	0	0	0	0	0	0
ASV47665	0	0	0	0	0	0	0	0	0	1666	0	0	0	0	0	0	0	0
ASV47666	0	0	0	0	0	0	0	0	0	1007	0	0	0	0	0	0	0	0
ASV47667	0	0	0	0	0	0	0	0	0	809	0	0	0	0	0	0	0	0
ASV47668	0	0	0	0	0	0	0	0	0	1436	0	0	0	0	0	0	0	0
ASV47669	0	0	0	0	0	0	0	0	0	1168	0	0	0	0	0	0	0	0
ASV47670	0	0	0	0	0	0	0	0	0	1974	0	0	0	0	0	0	0	0
ASV47671	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47672	0	0	0	0	0	0	0	0	0	1524	0	0	0	0	0	0	0	0
ASV47673	0	0	0	0	0	0	0	0	0	1479	0	0	0	0	0	0	0	0
ASV47674	0	0	0	0	0	0	0	0	0	1343	0	0	0	0	0	0	0	0
ASV47675	0	0	0	0	0	0	0	0	0	2111	0	0	0	0	0	0	0	0
ASV47676	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47677	0	0	0	0	0	0	0	0	0	1128	0	0	0	0	0	0	0	0
ASV47678	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47679	0	0	0	0	0	0	0	0	0	1524	0	0	0	0	0	0	0	0
ASV47680	0	0	0	0	0	0	0	0	0	1168	0	0	0	0	0	0	0	0
ASV47681	0	0	0	0	0	0	0	0	0	3948	0	0	0	0	0	0	0	0
ASV47682	0	0	0	0	0	0	0	0	0	1795	0	0	0	0	0	0	0	0
ASV47683	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47684	0	0	0	0	0	0	0	0	0	2111	0	0	0	0	0	0	0	0
ASV47685	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47686	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47687	0	0	0	0	0	0	0	0	0	3948	0	0	0	0	0	0	0	0
ASV47688	0	0	0	0	0	0	0	0	0	1666	0	0	0	0	0	0	0	0
ASV47689	0	0	0	0	0	0	0	0	0	1128	0	0	0	0	0	0	0	0
ASV47690	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47691	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	0	0	0
ASV47692	0	0	0	0	0	0	0	0	0	2111	0	0	0	0	0	0	0	0
ASV47693	0	0	0	0	0	0	0	0	0	1974	0	0	0	0	0	0	0	0
ASV47694	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47695	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47696	0	0	0	0	0	0	0	0	0	3346	0	0	0	0	0	0	0	0
ASV47697	0	0	0	0	0	0	0	0	0	1974	0	0	0	0	0	0	0	0
ASV47698	0	0	0	0	0	0	0	0	0	1974	0	0	0	0	0	0	0	0
ASV47699	0	0	0	0	0	0	0	0	0	1316	0	0	0	0	0	0	0	0
ASV47700	0	0	0	0	0	0	0	0	0	1436	0	0	0	0	0	0	0	0
ASV47701	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47702	0	0	0	0	0	0	0	0	0	2632	0	0	0	0	0	0	0	0
ASV47703	0	0	0	0	0	0	0	0	0	3557	0	0	0	0	0	0	0	0
ASV47704	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47705	0	0	0	0	0	0	0	0	0	2111	0	0	0	0	0	0	0	0
ASV47706	0	0	0	0	0	0	0	0	0	1053	0	0	0	0	0	0	0	0
ASV47707	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0
ASV47708	0	0	0	0	0	0	0	0	0	1316	0	0	0	0	0	0	0	0
ASV47709	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0
ASV47710	0	0	0	0	0	0	0	0	0	1053	0	0	0	0	0	0	0	0
ASV47711	0	0	0	0	0	0	0	0	0	3948	0	0	0	0	0	0	0	0
ASV47712	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47713	0	0	0	0	0	0	0	0	0	0	4567	0	0	0	0	0	0	0
ASV47714	0	0	0	0	0	0	0	0	0	0	1763	0	0	0	0	0	0	0
ASV47715	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47716	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47717	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47718	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47719	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47720	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47721	0	0	0	0	0	0	0	0	0	0	4567	0	0	0	0	0	0	0
ASV47722	0	0	0	0	0	0	0	0	0	0	1098	0	0	0	0	0	0	0
ASV47723	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47724	0	0	0	0	0	0	0	0	0	0	1180	0	0	0	0	0	0	0
ASV47725	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0
ASV47726	0	0	0	0	0	0	0	0	0	0	2318	0	0	0	0	0	0	0
ASV47727	0	0	0	0	0	0	0	0	0	0	1564	0	0	0	0	0	0	0
ASV47728	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0
ASV47729	0	0	0	0	0	0	0	0	0	0	2610	0	0	0	0	0	0	0
ASV47730	0	0	0	0	0	0	0	0	0	0	1827	0	0	0	0	0	0	0
ASV47731	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47732	0	0	0	0	0	0	0	0	0	0	3806	0	0	0	0	0	0	0
ASV47733	0	0	0	0	0	0	0	0	0	0	4567	0	0	0	0	0	0	0
ASV47734	0	0	0	0	0	0	0	0	0	0	1286	0	0	0	0	0	0	0
ASV47735	0	0	0	0	0	0	0	0	0	0	2124	0	0	0	0	0	0	0
ASV47736	0	0	0	0	0	0	0	0	0	0	3045	0	0	0	0	0	0	0
ASV47737	0	0	0	0	0	0	0	0	0	0	2284	0	0	0	0	0	0	0
ASV47738	0	0	0	0	0	0	0	0	0	0	4567	0	0	0	0	0	0	0
ASV47739	0	0	0	0	0	0	0	0	0	0	2442	0	0	0	0	0	0	0
ASV47740	0	0	0	0	0	0	0	0	0	0	1098	0	0	0	0	0	0	0
ASV47741	0	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0
ASV47742	0	0	0	0	0	0	0	0	0	0	1661	0	0	0	0	0	0	0
ASV47743	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47744	0	0	0	0	0	0	0	0	0	0	1098	0	0	0	0	0	0	0
ASV47745	0	0	0	0	0	0	0	0	0	0	2284	0	0	0	0	0	0	0
ASV47747	0	0	0	0	0	0	0	0	0	0	4434	0	0	0	0	0	0	0
ASV47748	0	0	0	0	0	0	0	0	0	0	1927	0	0	0	0	0	0	0
ASV47749	0	0	0	0	0	0	0	0	0	0	3045	0	0	0	0	0	0	0
ASV47750	0	0	0	0	0	0	0	0	0	0	1286	0	0	0	0	0	0	0
ASV47751	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47752	0	0	0	0	0	0	0	0	0	0	2442	0	0	0	0	0	0	0
ASV47753	0	0	0	0	0	0	0	0	0	0	1710	0	0	0	0	0	0	0
ASV47754	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47755	0	0	0	0	0	0	0	0	0	0	4567	0	0	0	0	0	0	0
ASV47756	0	0	0	0	0	0	0	0	0	0	4567	0	0	0	0	0	0	0
ASV47757	0	0	0	0	0	0	0	0	0	0	2819	0	0	0	0	0	0	0
ASV47758	0	0	0	0	0	0	0	0	0	0	2318	0	0	0	0	0	0	0
ASV47759	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47760	0	0	0	0	0	0	0	0	0	0	3045	0	0	0	0	0	0	0
ASV47761	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47762	0	0	0	0	0	0	0	0	0	0	4114	0	0	0	0	0	0	0
ASV47763	0	0	0	0	0	0	0	0	0	0	2429	0	0	0	0	0	0	0
ASV47764	0	0	0	0	0	0	0	0	0	0	2429	0	0	0	0	0	0	0
ASV47765	0	0	0	0	0	0	0	0	0	0	4567	0	0	0	0	0	0	0
ASV47766	0	0	0	0	0	0	0	0	0	0	2124	0	0	0	0	0	0	0
ASV47767	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0
ASV47768	0	0	0	0	0	0	0	0	0	0	1927	0	0	0	0	0	0	0
ASV47769	0	0	0	0	0	0	0	0	0	0	1927	0	0	0	0	0	0	0
ASV47770	0	0	0	0	0	0	0	0	0	0	0	1434	0	0	0	0	0	0
ASV47771	0	0	0	0	0	0	0	0	0	0	0	3876	0	0	0	0	0	0
ASV47772	0	0	0	0	0	0	0	0	0	0	0	2288	0	0	0	0	0	0
ASV47773	0	0	0	0	0	0	0	0	0	0	0	1147	0	0	0	0	0	0
ASV47774	0	0	0	0	0	0	0	0	0	0	0	2184	0	0	0	0	0	0
ASV47775	0	0	0	0	0	0	0	0	0	0	0	2151	0	0	0	0	0	0
ASV47776	0	0	0	0	0	0	0	0	0	0	0	2151	0	0	0	0	0	0
ASV47777	0	0	0	0	0	0	0	0	0	0	0	1964	0	0	0	0	0	0
ASV47778	0	0	0	0	0	0	0	0	0	0	0	1964	0	0	0	0	0	0
ASV47779	0	0	0	0	0	0	0	0	0	0	0	4302	0	0	0	0	0	0
ASV47780	0	0	0	0	0	0	0	0	0	0	0	1964	0	0	0	0	0	0
ASV47781	0	0	0	0	0	0	0	0	0	0	0	4177	0	0	0	0	0	0
ASV47782	0	0	0	0	0	0	0	0	0	0	0	1388	0	0	0	0	0	0
ASV47783	0	0	0	0	0	0	0	0	0	0	0	1073	0	0	0	0	0	0
ASV47784	0	0	0	0	0	0	0	0	0	0	0	2868	0	0	0	0	0	0
ASV47785	0	0	0	0	0	0	0	0	0	0	0	4302	0	0	0	0	0	0
ASV47786	0	0	0	0	0	0	0	0	0	0	0	1964	0	0	0	0	0	0
ASV47787	0	0	0	0	0	0	0	0	0	0	0	1172	0	0	0	0	0	0
