#OTU ID	GB51	GB52	GB53	GB54	GB55	GB56
ASV17854	0	0	0	0	0	0
ASV17855	0	0	0	0	0	0
ASV17856	0	0	0	0	0	0
ASV17857	0	0	0	0	0	0
ASV17858	0	0	0	0	0	0
ASV17859	0	0	0	0	0	0
ASV17860	0	0	0	0	0	0
ASV17861	0	0	0	0	0	0
ASV17862	0	0	0	0	0	0
ASV17863	0	0	0	0	0	0
ASV17864	0	0	0	0	0	0
ASV17865	0	0	0	0	0	0
ASV17866	0	0	0	0	0	0
ASV17867	0	0	0	0	0	0
ASV17868	0	0	0	0	0	0
ASV17869	0	0	0	0	0	0
ASV17870	0	0	0	0	0	0
ASV17871	0	0	0	0	0	0
ASV17872	0	0	0	0	0	0
ASV17873	0	0	0	0	0	0
ASV17874	0	0	0	0	0	0
ASV17875	0	0	0	0	0	0
ASV17876	0	0	0	0	0	0
ASV17877	0	0	0	0	0	0
ASV17878	0	0	0	0	0	0
ASV17879	0	0	0	0	0	0
ASV17880	0	0	0	0	0	0
ASV17881	0	0	0	0	0	0
ASV17882	0	0	73	0	0	0
ASV17884	0	0	0	0	0	0
ASV17885	0	0	0	0	0	0
ASV17886	0	0	0	0	0	0
ASV17887	0	0	0	0	0	0
ASV17888	0	0	0	0	0	0
ASV17889	0	0	0	0	0	0
ASV17890	0	0	0	0	0	0
ASV17891	0	0	0	0	0	0
ASV17892	0	0	0	0	0	0
ASV17893	0	0	0	0	0	0
ASV17895	0	0	0	0	0	0
ASV17896	0	0	0	0	0	0
ASV17897	0	0	0	777	0	0
ASV17898	0	0	0	0	0	0
ASV17899	0	0	0	0	0	0
ASV17900	0	0	0	0	0	0
ASV17901	0	0	0	0	0	0
ASV17902	0	0	0	0	0	0
ASV17903	0	0	0	0	0	0
ASV17904	0	0	0	0	0	0
ASV17905	179	0	0	913	0	0
ASV17906	0	0	0	0	0	0
ASV17907	0	0	0	0	0	0
ASV17908	0	0	0	0	0	0
ASV17909	0	0	0	0	0	0
ASV17910	0	0	0	0	0	0
ASV17911	0	0	0	0	0	0
ASV17912	0	0	0	0	0	0
ASV17913	0	0	0	0	0	0
ASV17915	0	0	0	0	278	0
ASV17916	0	0	0	0	0	0
ASV17917	0	0	0	0	0	0
ASV17918	0	0	0	0	0	0
ASV17919	0	0	0	0	0	0
ASV17920	0	0	0	0	0	0
ASV17921	0	0	0	0	0	0
ASV17922	0	0	0	0	0	0
ASV17923	0	0	0	0	0	278
ASV17924	0	291	0	0	0	0
ASV17925	0	0	360	0	0	0
ASV17926	0	0	0	0	0	0
ASV17928	0	0	0	0	0	0
ASV17929	0	0	0	0	0	0
ASV17930	0	0	0	0	0	0
ASV17931	0	0	0	0	0	0
ASV17932	0	0	0	0	0	0
ASV17933	0	0	0	0	0	0
ASV17934	0	0	0	0	0	0
ASV17935	0	0	0	0	0	0
ASV17936	100	0	0	0	0	0
ASV17938	0	0	0	0	0	0
ASV17939	0	0	0	0	0	0
ASV17940	0	0	0	0	0	0
ASV17941	0	0	0	0	0	0
ASV17942	0	0	0	0	0	0
ASV17943	0	0	0	0	0	0
ASV17944	0	0	0	0	0	0
ASV17945	0	0	0	0	0	0
ASV17946	0	0	0	0	0	0
ASV17947	0	0	0	0	0	0
ASV17948	0	0	0	0	0	0
ASV17949	0	0	0	0	0	0
ASV17950	0	0	0	0	0	0
ASV17951	0	0	0	0	0	0
ASV17952	786	0	0	0	0	0
ASV17953	1077	0	0	0	0	0
ASV17954	1077	0	0	0	0	0
ASV17955	1179	0	0	0	0	0
ASV17956	841	0	0	0	0	0
ASV17957	254	0	0	0	0	0
ASV17958	359	166	0	0	0	0
ASV17959	393	0	0	0	0	0
ASV17960	0	485	0	0	0	0
ASV17961	0	279	0	0	0	0
ASV17962	0	364	0	0	0	0
ASV17963	0	728	0	0	0	0
ASV17964	0	73	0	0	0	0
ASV17965	0	0	0	0	0	0
ASV17966	0	0	541	0	0	0
ASV17967	0	0	583	0	0	0
ASV17968	0	0	443	0	0	0
ASV17969	0	0	541	0	0	0
ASV17970	0	0	302	0	0	0
ASV17971	0	0	219	0	0	0
ASV17972	0	0	1184	0	0	0
ASV17973	0	0	1150	0	0	0
ASV17974	0	0	350	0	0	0
ASV17975	0	0	248	0	0	0
ASV17976	0	0	766	0	0	0
ASV17977	0	0	422	0	0	0
ASV17978	0	0	132	0	0	0
ASV17979	0	0	211	0	0	0
ASV17980	0	0	0	3599	0	0
ASV17981	0	0	0	1643	0	0
ASV17982	0	0	0	1065	0	0
ASV17983	0	0	0	1800	0	0
ASV17984	0	0	0	3599	0	0
ASV17985	0	0	0	1827	0	0
ASV17986	0	0	0	828	0	0
ASV17987	0	0	0	1277	0	0
ASV17988	0	0	0	533	0	0
ASV17989	0	0	0	463	0	0
ASV17990	0	0	0	548	0	0
ASV17991	0	0	0	214	0	0
ASV17992	0	0	0	0	993	0
ASV17993	0	0	0	0	556	0
ASV17994	0	0	0	0	763	0
ASV17995	0	0	0	0	1928	0
ASV17996	0	0	0	0	1156	0
ASV17997	0	0	0	0	185	0
ASV17998	0	0	0	0	386	0
ASV17999	0	0	0	0	0	879
ASV18000	0	0	0	0	0	411
ASV18001	0	0	0	0	0	692
ASV18002	0	0	0	0	0	618
ASV18003	0	0	0	0	0	192
ASV18004	0	0	0	0	0	0
ASV18005	0	0	0	0	0	0
ASV18006	0	0	0	0	0	0
ASV18007	0	0	0	0	0	0
ASV18009	0	0	0	0	0	0
ASV18010	0	0	0	0	0	0
ASV18011	0	0	0	0	0	0
ASV18012	0	0	0	0	0	0
ASV18013	0	0	0	0	0	0
ASV18014	0	0	0	0	0	0
ASV18015	0	0	0	0	0	0
ASV18016	0	0	0	0	0	0
ASV18017	0	0	0	0	0	0
ASV18018	0	0	0	0	0	0
ASV18019	0	0	0	0	0	0
ASV18020	0	0	0	0	0	0
ASV18021	0	0	0	0	0	0
ASV18022	0	0	0	0	0	0
ASV18023	0	0	0	0	0	0
ASV18024	0	0	0	0	0	0
ASV18025	0	0	0	0	0	0
ASV18026	0	0	0	0	0	0
ASV18027	0	0	0	0	0	0
ASV18028	0	0	0	0	0	0
ASV18029	0	0	0	0	0	0
ASV18030	0	0	0	0	0	0
ASV18031	0	0	0	0	0	0
ASV18032	0	0	0	0	0	0
ASV18033	0	0	0	0	0	0
ASV18034	0	0	0	0	0	0
ASV18035	0	0	0	0	0	0
ASV18036	0	0	0	0	0	0
ASV18037	0	0	0	0	0	0
ASV18038	0	0	0	0	0	0
ASV18039	0	0	0	0	0	0
ASV18040	0	0	0	0	0	0
ASV18041	0	0	0	0	0	0
ASV18042	0	0	0	0	0	0
ASV18043	0	0	0	0	0	0
ASV18044	0	0	0	0	0	0
ASV18045	0	0	0	0	0	0
ASV18046	0	0	0	0	0	0
ASV18047	0	0	0	0	0	0
ASV18048	0	0	0	0	0	0
ASV18049	0	0	0	0	0	0
ASV18050	0	0	0	0	0	0
ASV18051	0	0	0	0	0	0
ASV18052	0	0	0	0	0	0
ASV18053	0	0	0	0	0	0
ASV18054	0	0	0	0	0	0
ASV18055	0	0	0	0	0	0
ASV18056	0	0	0	0	0	0
ASV18057	0	0	0	0	0	0
ASV18058	0	0	0	0	0	0
ASV18059	0	0	0	0	0	0
ASV18060	0	0	0	0	0	0
ASV18061	0	0	0	0	0	0
ASV18062	0	0	0	0	0	0
ASV18063	0	0	0	0	0	0
ASV18064	0	0	0	0	0	0
ASV18066	0	0	0	0	0	0
ASV18067	0	0	0	0	0	0
ASV18068	0	0	0	0	0	0
ASV18069	0	0	0	0	0	0
ASV18070	0	0	0	0	0	0
ASV18071	0	0	0	0	0	0
ASV18072	0	0	0	0	0	0
ASV18073	0	0	0	0	0	0
ASV18074	0	0	0	0	0	0
ASV18076	0	0	0	0	0	0
ASV18077	0	0	0	0	0	0
ASV18078	0	0	0	0	0	0
ASV18080	0	0	0	0	0	0
ASV18081	0	0	0	0	0	0
ASV18082	0	0	0	0	0	0
ASV18083	0	0	0	0	0	0
ASV18084	0	0	0	0	0	0
ASV18085	0	0	0	0	0	0
ASV18086	0	0	0	0	0	0
ASV18087	0	0	0	0	0	0
ASV18088	0	0	0	0	0	0
ASV18089	0	0	0	0	0	0
ASV18090	0	0	0	0	0	0
ASV18091	0	0	0	0	0	0
ASV18092	0	0	0	0	0	0
ASV18093	0	0	0	0	0	0
ASV18094	0	0	0	0	0	0
ASV18095	0	0	0	0	0	0
ASV18096	0	0	0	0	0	0
ASV18097	0	0	0	0	0	0
ASV18098	0	0	0	0	0	0
ASV18099	0	0	0	0	0	0
ASV18101	0	0	0	0	0	0
ASV18102	0	0	0	0	0	0
ASV18103	0	0	0	0	0	0
ASV18104	0	0	0	0	0	0
ASV18105	0	0	0	0	0	0
ASV18106	0	0	0	0	0	0
ASV18107	0	0	0	0	0	0
ASV18108	0	0	0	0	0	0
ASV18109	0	0	0	0	0	0
ASV18110	0	0	0	0	0	0
ASV18111	0	0	0	0	0	0
ASV18112	0	0	0	0	0	0
ASV18113	0	0	0	0	0	0
ASV18114	0	0	0	0	0	0
ASV18115	0	0	0	0	0	0
ASV18116	0	0	0	0	0	0
ASV18117	0	0	0	0	0	0
ASV18118	0	0	0	0	0	0
ASV18119	0	0	0	0	0	0
ASV18120	0	0	0	0	0	0
ASV18121	0	0	0	0	0	0
ASV18122	0	0	0	0	0	0
ASV18123	0	0	0	0	0	0
ASV18124	0	0	0	0	0	0
ASV18125	0	0	0	0	0	0
ASV18126	0	0	0	0	0	0
ASV18127	0	0	0	0	0	0
ASV18128	0	0	0	0	0	0
ASV18129	0	0	0	0	0	0
ASV18130	0	0	0	0	0	0
ASV18131	0	0	0	0	0	0
ASV18132	0	0	0	0	0	0
ASV18133	0	0	0	0	0	0
ASV18134	0	0	0	0	0	0
ASV18135	0	0	0	0	0	0
ASV18136	0	0	0	0	0	0
ASV18137	0	0	0	0	0	0
ASV18138	0	0	0	0	0	0
ASV18139	0	0	0	0	0	0
ASV18140	0	0	0	0	0	0
ASV18141	0	0	0	0	0	0
ASV18142	0	0	0	0	0	0
ASV18143	0	0	0	0	0	0
ASV18144	0	0	0	0	0	0
ASV18145	0	0	0	0	0	0
ASV18146	0	0	0	0	0	0
ASV18147	0	0	0	0	0	0
ASV18148	0	0	0	0	0	0
ASV18149	0	0	0	0	0	0
ASV18150	0	0	0	0	0	0
ASV18151	0	0	0	0	0	0
ASV18152	0	0	0	0	0	0
ASV18153	0	0	0	0	0	0
ASV18154	0	0	0	0	0	0
ASV18155	0	0	0	0	0	0
ASV18156	0	0	0	0	0	0
ASV18157	0	0	0	0	0	0
ASV18158	0	0	0	0	0	0
ASV18159	0	0	0	0	0	0
ASV18160	0	0	0	0	0	0
ASV18161	0	0	0	0	0	0
ASV18162	0	0	0	0	0	0
ASV18163	0	0	0	0	0	0
ASV18164	0	0	0	0	0	0
ASV18165	0	0	0	0	0	0
ASV18166	0	0	0	0	0	0
ASV18167	0	0	0	0	0	0
ASV18168	0	0	0	0	0	0
ASV18169	0	0	0	0	0	0
ASV18170	0	0	0	0	0	0
ASV18171	0	0	0	0	0	0
ASV18172	0	0	0	0	0	0
ASV18173	0	0	0	0	0	0
ASV18174	0	0	0	0	0	0
ASV18175	0	0	0	0	0	0
ASV18176	0	0	0	0	0	0
ASV18177	0	0	0	0	0	0
ASV18178	0	0	0	0	0	0
ASV18179	0	0	0	0	0	0
ASV18180	0	0	0	0	0	0
ASV18181	0	0	0	0	0	0
ASV18182	0	0	0	0	0	0
ASV18183	0	0	0	0	0	0
ASV18184	0	0	0	0	0	0
ASV18185	0	0	0	0	0	0
ASV18186	0	0	0	0	0	0
ASV18187	0	0	0	0	0	0
ASV18188	0	0	0	0	0	0
ASV18189	0	0	0	0	0	0
ASV18190	0	0	0	0	0	0
ASV18191	0	0	0	0	0	0
ASV18192	0	0	0	0	0	0
ASV18193	0	0	0	0	0	0
ASV18194	0	0	0	0	0	0
ASV18195	0	0	0	0	0	0
ASV18196	0	0	0	0	0	0
ASV18197	0	0	0	0	0	0
ASV18198	0	0	0	0	0	0
ASV18199	0	0	0	0	0	0
ASV18200	0	0	0	0	0	0
ASV18201	0	0	0	0	0	0
ASV18202	0	0	0	0	0	0
ASV18203	0	0	0	0	0	0
ASV18204	0	0	0	0	0	0
ASV18205	0	0	0	0	0	0
ASV18206	0	0	0	0	0	0
ASV18207	0	0	0	0	0	0
ASV18208	0	0	0	0	0	0
ASV18209	0	0	0	0	0	0
ASV18210	0	0	0	0	0	0
ASV18211	0	0	0	0	0	0
ASV18212	0	0	0	0	0	0
ASV18213	0	0	0	0	0	0
ASV18214	0	0	0	0	0	0
ASV18215	0	0	0	0	0	0
ASV18216	0	0	0	0	0	0
ASV18217	0	0	0	0	0	0
ASV18218	0	0	0	0	0	0
ASV18219	0	0	0	0	0	0
ASV18220	0	0	0	0	0	0
ASV18221	0	0	0	0	0	0
ASV18222	0	0	0	0	0	0
ASV18223	0	0	0	0	0	0
ASV18224	0	0	0	0	0	0
ASV18225	0	0	0	0	0	0
ASV18226	0	0	0	0	0	0
ASV18227	0	0	0	0	0	0
ASV18228	0	0	0	0	0	0
ASV18229	0	0	0	0	0	0
ASV18230	0	0	0	0	0	0
ASV18231	0	0	0	0	0	0
ASV18232	0	0	0	0	0	0
ASV18233	0	0	0	0	0	0
ASV18234	0	0	0	0	0	0
ASV18235	0	0	0	0	0	0
ASV18236	0	0	0	0	0	0
ASV18237	0	0	0	0	0	0
ASV18238	0	0	0	0	0	0
ASV18239	0	0	0	0	0	0
ASV18240	0	0	0	0	0	0
ASV18241	0	0	0	0	0	0
ASV18242	0	0	0	0	0	0
ASV18243	0	0	0	0	0	0
ASV18244	0	0	0	0	0	0
ASV18245	0	0	0	0	0	0
ASV18246	0	0	0	0	0	0
ASV18247	0	0	0	0	0	0
ASV18249	0	0	0	0	0	0
ASV18250	0	0	0	0	0	0
ASV18251	0	0	0	0	0	0
ASV18252	0	0	0	0	0	0
ASV18253	0	0	0	0	0	0
ASV18254	0	0	0	0	0	0
ASV18255	0	0	0	0	0	0
ASV18256	0	0	0	0	0	0
ASV18257	0	0	0	0	0	0
ASV18258	0	0	0	0	0	0
ASV18259	0	0	0	0	0	0
ASV18260	0	0	0	0	0	0
ASV18261	0	0	0	0	0	0
ASV18262	0	0	0	0	0	0
ASV18263	0	0	0	0	0	0
ASV18264	0	0	0	0	0	0
ASV18265	0	0	0	0	0	0
ASV18266	0	0	0	0	0	0
ASV18267	0	0	0	0	0	0
ASV18268	0	0	0	0	0	0
ASV18269	0	0	0	0	0	0
ASV18270	0	0	0	0	0	0
ASV18271	0	0	0	0	0	0
ASV18272	0	0	0	0	0	0
ASV18273	0	0	0	0	0	0
ASV18274	0	0	0	0	0	0
ASV18275	0	0	0	0	0	0
ASV18276	0	0	0	0	0	0
ASV18277	0	0	0	0	0	0
ASV18278	0	0	0	0	0	0
ASV18279	0	0	0	0	0	0
ASV18280	0	0	0	0	0	0
ASV18281	0	0	0	0	0	0
ASV18282	0	0	0	0	0	0
ASV18283	0	0	0	0	0	0
ASV18284	0	0	0	0	0	0
ASV18285	0	0	0	0	0	0
ASV18286	0	0	0	0	0	0
ASV18287	0	0	0	0	0	0
ASV18288	0	0	0	0	0	0
ASV18289	0	0	0	0	0	0
ASV18290	0	0	0	0	0	0
ASV18291	0	0	0	0	0	0
ASV18292	0	0	0	0	0	0
ASV18293	0	0	0	0	0	0
ASV18294	0	0	0	0	0	0
ASV18295	0	0	0	0	0	0
ASV18296	0	0	0	0	0	0
ASV18297	0	0	0	0	0	0
ASV18298	0	0	0	0	0	0
ASV18299	0	0	0	0	0	0
ASV18300	0	0	0	0	0	0
ASV18301	0	0	0	0	0	0
ASV18302	0	0	0	0	0	0
ASV18303	0	0	0	0	0	0
ASV18304	0	0	0	0	0	0
ASV18305	0	0	0	0	0	0
ASV18306	0	0	0	0	0	0
ASV18307	0	0	0	0	0	0
ASV18308	0	0	0	0	0	0
ASV18309	0	0	0	0	0	0
ASV18310	0	0	0	0	0	0
ASV18311	0	0	0	0	0	0
ASV18312	0	0	0	0	0	0
ASV18313	0	0	0	0	0	0
ASV18314	0	0	0	0	0	0
ASV18315	0	0	0	0	0	0
ASV18316	0	0	0	0	0	0
ASV18317	0	0	0	0	0	0
ASV18318	0	0	0	0	0	0
ASV18319	0	0	0	0	0	0
ASV18320	0	0	0	0	0	0
ASV18321	0	0	0	0	0	0
ASV18322	0	0	0	0	0	0
ASV18323	0	0	0	0	0	0
ASV18324	0	0	0	0	0	0
ASV18325	0	0	0	0	0	0
ASV18326	0	0	0	0	0	0
ASV18327	0	0	0	0	0	0
ASV18328	0	0	0	0	0	0
ASV18329	0	0	0	0	0	0
ASV18330	0	0	0	0	0	0
ASV18331	0	0	0	0	0	0
ASV18332	0	0	0	0	0	0
ASV18333	0	0	0	0	0	0
ASV18334	0	0	0	0	0	0
ASV18335	0	0	0	0	0	0
ASV18336	0	0	0	0	0	0
ASV18337	0	0	0	0	0	0
ASV18338	0	0	0	0	0	0
ASV18339	0	0	0	0	0	0
ASV18340	0	0	0	0	0	0
ASV18341	0	0	0	0	0	0
ASV18342	0	0	0	0	0	0
ASV18343	0	0	0	0	0	0
ASV18344	0	0	0	0	0	0
ASV18345	0	0	0	0	0	0
ASV18346	0	0	0	0	0	0
ASV18347	0	0	0	0	0	0
ASV18348	0	0	0	0	0	0
ASV18349	0	0	0	0	0	0
ASV18350	0	0	0	0	0	0
ASV18351	0	0	0	0	0	0
ASV18352	0	0	0	0	0	0
ASV18353	0	0	0	0	0	0
ASV18354	0	0	0	0	0	0
ASV18355	0	0	0	0	0	0
ASV18356	0	0	0	0	0	0
ASV18357	0	0	0	0	0	0
ASV18358	0	0	0	0	0	0
ASV18359	0	0	0	0	0	0
ASV18360	0	0	0	0	0	0
ASV18361	0	0	0	0	0	0
ASV18362	0	0	0	0	0	0
ASV18363	0	0	0	0	0	0
ASV18364	0	0	0	0	0	0
ASV18365	0	0	0	0	0	0
ASV18366	0	0	0	0	0	0
ASV18367	0	0	0	0	0	0
ASV18368	0	0	0	0	0	0
ASV18369	0	0	0	0	0	0
ASV18370	0	0	0	0	0	0
ASV18371	0	0	0	0	0	0
ASV18372	0	0	0	0	0	0
ASV18373	0	0	0	0	0	0
ASV18374	0	0	0	0	0	0
ASV18375	0	0	0	0	0	0
ASV18376	0	0	0	0	0	0
ASV18377	0	0	0	0	0	0
ASV18378	0	0	0	0	0	0
ASV18379	0	0	0	0	0	0
ASV18380	0	0	0	0	0	0
ASV18381	0	0	0	0	0	0
ASV18383	0	0	0	0	0	0
ASV18384	0	0	0	0	0	0
ASV18385	0	0	0	0	0	0
ASV18386	0	0	0	0	0	0
ASV18387	0	0	0	0	0	0
ASV18388	0	0	0	0	0	0
ASV18389	0	0	0	0	0	0
ASV18390	0	0	0	0	0	0
ASV18391	0	0	0	0	0	0
ASV18392	0	0	0	0	0	0
ASV18393	0	0	0	0	0	0
ASV18394	0	0	0	0	0	0
ASV18395	0	0	0	0	0	0
ASV18396	0	0	0	0	0	0
ASV18397	0	0	0	0	0	0
ASV18398	0	0	0	0	0	0
ASV18399	0	0	0	0	0	0
ASV18400	0	0	0	0	0	0
ASV18401	0	0	0	0	0	0
ASV18402	0	0	0	0	0	0
ASV18403	0	0	0	0	0	0
ASV18404	0	0	0	0	0	0
ASV18405	0	0	0	0	0	0
ASV18406	0	0	0	0	0	0
ASV18407	0	0	0	0	0	0
ASV18408	0	0	0	0	0	0
ASV18409	0	0	0	0	0	0
ASV18410	0	0	0	0	0	0
ASV18411	0	0	0	0	0	0
ASV18412	0	0	0	0	0	0
ASV18413	0	0	0	0	0	0
ASV18414	0	0	0	0	0	0
ASV18415	0	0	0	0	0	0
ASV18416	0	0	0	0	0	0
ASV18417	0	0	0	0	0	0
ASV18418	0	0	0	0	0	0
ASV18419	0	0	0	0	0	0
ASV18420	0	0	0	0	0	0
ASV18421	0	0	0	0	0	0
ASV18422	0	0	0	0	0	0
ASV18423	0	0	0	0	0	0
ASV18424	0	0	0	0	0	0
ASV18425	0	0	0	0	0	0
ASV18426	0	0	0	0	0	0
ASV18427	0	0	0	0	0	0
ASV18428	0	0	0	0	0	0
ASV18429	0	0	0	0	0	0
ASV18430	0	0	0	0	0	0
ASV18431	0	0	0	0	0	0
ASV18432	0	0	0	0	0	0
ASV18433	0	0	0	0	0	0
ASV18434	0	0	0	0	0	0
ASV18435	0	0	0	0	0	0
ASV18436	0	0	0	0	0	0
ASV18437	0	0	0	0	0	0
ASV18438	0	0	0	0	0	0
ASV18439	0	0	0	0	0	0
ASV18440	0	0	0	0	0	0
ASV18441	0	0	0	0	0	0
ASV18442	0	0	0	0	0	0
ASV18443	0	0	0	0	0	0
ASV18444	0	0	0	0	0	0
ASV18445	0	0	0	0	0	0
ASV18446	0	0	0	0	0	0
ASV18447	0	0	0	0	0	0
ASV18448	0	0	0	0	0	0
ASV18449	0	0	0	0	0	0
ASV18450	0	0	0	0	0	0
ASV18451	0	0	0	0	0	0
ASV18452	0	0	0	0	0	0
ASV18453	0	0	0	0	0	0
ASV18454	0	0	0	0	0	0
ASV18455	0	0	0	0	0	0
ASV18456	0	0	0	0	0	0
ASV18457	0	0	0	0	0	0
ASV18458	0	0	0	0	0	0
ASV18459	0	0	0	0	0	0
ASV18460	0	0	0	0	0	0
ASV18461	0	0	0	0	0	0
ASV18462	0	0	0	0	0	0
ASV18463	0	0	0	0	0	0
ASV18464	0	0	0	0	0	0
ASV18465	0	0	0	0	0	0
ASV18466	0	0	0	0	0	0
ASV18467	0	0	0	0	0	0
ASV18468	0	0	0	0	0	0
ASV18469	0	0	0	0	0	0
ASV18470	0	0	0	0	0	0
ASV18471	0	0	0	0	0	0
ASV18472	0	0	0	0	0	0
ASV18473	0	0	0	0	0	0
ASV18474	0	0	0	0	0	0
ASV18475	0	0	0	0	0	0
ASV18476	0	0	0	0	0	0
ASV18477	0	0	0	0	0	0
ASV18478	0	0	0	0	0	0
ASV18479	0	0	0	0	0	0
ASV18481	0	0	0	0	0	0
ASV18482	0	0	0	0	0	0
ASV18483	0	0	0	0	0	0
ASV18484	0	0	0	0	0	0
ASV18485	0	0	0	0	0	0
ASV18486	0	0	0	0	0	0
ASV18487	0	0	0	0	0	0
ASV18488	0	0	0	0	0	0
ASV18489	0	0	0	0	0	0
ASV18490	0	0	0	0	0	0
ASV18491	0	0	0	0	0	0
ASV18492	0	0	0	0	0	0
ASV18493	0	0	0	0	0	0
ASV18494	0	0	0	0	0	0
ASV18495	0	0	0	0	0	0
ASV18496	0	0	0	0	0	0
ASV18497	0	0	0	0	0	0
ASV18498	0	0	0	0	0	0
ASV18499	0	0	0	0	0	0
ASV18500	0	0	0	0	0	0
ASV18501	0	0	0	0	0	0
ASV18502	0	0	0	0	0	0
ASV18503	0	0	0	0	0	0
ASV18504	0	0	0	0	0	0
ASV18505	0	0	0	0	0	0
ASV18506	0	0	0	0	0	0
ASV18507	0	0	0	0	0	0
ASV18508	0	0	0	0	0	0
ASV18509	0	0	0	0	0	0
ASV18510	0	0	0	0	0	0
ASV18511	0	0	0	0	0	0
ASV18512	0	0	0	0	0	0
ASV18513	0	0	0	0	0	0
ASV18514	0	0	0	0	0	0
ASV18515	0	0	0	0	0	0
ASV18516	0	0	0	0	0	0
ASV18517	0	0	0	0	0	0
ASV18518	0	0	0	0	0	0
ASV18519	0	0	0	0	0	0
ASV18520	0	0	0	0	0	0
ASV18521	0	0	0	0	0	0
ASV18522	0	0	0	0	0	0
ASV18523	0	0	0	0	0	0
ASV18524	0	0	0	0	0	0
ASV18525	0	0	0	0	0	0
ASV18526	0	0	0	0	0	0
ASV18527	0	0	0	0	0	0
ASV18528	0	0	0	0	0	0
ASV18529	0	0	0	0	0	0
ASV18531	0	0	0	0	0	0
ASV18532	0	0	0	0	0	0
ASV18533	0	0	0	0	0	0
ASV18534	0	0	0	0	0	0
ASV18535	0	0	0	0	0	0
ASV18536	0	0	0	0	0	0
ASV18537	0	0	0	0	0	0
ASV18538	0	0	0	0	0	0
ASV18539	0	0	0	0	0	0
ASV18540	0	0	0	0	0	0
ASV18541	0	0	0	0	0	0
ASV18542	0	0	0	0	0	0
ASV18543	0	0	0	0	0	0
ASV18544	0	0	0	0	0	0
ASV18545	0	0	0	0	0	0
ASV18546	0	0	0	0	0	0
ASV18547	0	0	0	0	0	0
ASV18548	0	0	0	0	0	0
ASV18549	0	0	0	0	0	0
ASV18550	0	0	0	0	0	0
ASV18551	0	0	0	0	0	0
ASV18552	0	0	0	0	0	0
ASV18553	0	0	0	0	0	0
ASV18554	0	0	0	0	0	0
ASV18555	0	0	0	0	0	0
ASV18556	0	0	0	0	0	0
ASV18557	0	0	0	0	0	0
ASV18558	0	0	0	0	0	0
ASV18559	0	0	0	0	0	0
ASV18560	0	0	0	0	0	0
ASV18561	0	0	0	0	0	0
ASV18562	0	0	0	0	0	0
ASV18563	0	0	0	0	0	0
ASV18564	0	0	0	0	0	0
ASV18565	0	0	0	0	0	0
ASV18566	0	0	0	0	0	0
ASV18567	0	0	0	0	0	0
ASV18568	0	0	0	0	0	0
ASV18569	0	0	0	0	0	0
ASV18570	0	0	0	0	0	0
ASV18571	0	0	0	0	0	0
ASV18572	0	0	0	0	0	0
ASV18573	0	0	0	0	0	0
ASV18574	0	0	0	0	0	0
ASV18575	0	0	0	0	0	0
ASV18576	0	0	0	0	0	0
ASV18577	0	0	0	0	0	0
ASV18578	0	0	0	0	0	0
ASV18579	0	0	0	0	0	0
ASV18580	0	0	0	0	0	0
ASV18581	0	0	0	0	0	0
ASV18582	0	0	0	0	0	0
ASV18583	0	0	0	0	0	0
ASV18584	0	0	0	0	0	0
ASV18585	0	0	0	0	0	0
ASV18586	0	0	0	0	0	0
ASV18587	0	0	0	0	0	0
ASV18588	0	0	0	0	0	0
ASV18589	0	0	0	0	0	0
ASV18590	0	0	0	0	0	0
ASV18591	0	0	0	0	0	0
ASV18592	0	0	0	0	0	0
ASV18594	0	0	0	0	0	0
ASV18595	0	0	0	0	0	0
ASV18596	0	0	0	0	0	0
ASV18597	0	0	0	0	0	0
ASV18598	0	0	0	0	0	0
ASV18599	0	0	0	0	0	0
ASV18600	0	0	0	0	0	0
ASV18601	0	0	0	0	0	0
ASV18602	0	0	0	0	0	0
ASV18603	0	0	0	0	0	0
ASV18604	0	0	0	0	0	0
ASV18605	0	0	0	0	0	0
ASV18606	0	0	0	0	0	0
ASV18607	0	0	0	0	0	0
ASV18608	0	0	0	0	0	0
ASV18610	0	0	0	0	0	0
ASV18611	0	0	0	0	0	0
ASV18612	192	0	0	0	0	0
ASV18613	0	0	0	0	0	0
ASV18614	0	0	0	0	0	0
ASV18615	0	0	0	0	0	0
ASV18616	0	208	0	0	0	0
ASV18617	0	0	0	0	0	0
ASV18618	0	0	0	0	0	0
ASV18619	0	0	0	0	0	0
ASV18620	0	0	0	0	0	0
ASV18621	0	0	0	0	0	0
ASV18622	0	185	0	0	0	0
ASV18623	0	0	0	0	0	0
ASV18624	0	0	0	0	0	0
ASV18625	0	0	0	0	0	0
ASV18626	0	0	0	0	0	0
ASV18627	0	0	0	0	0	0
ASV18628	0	0	0	0	0	0
ASV18629	0	0	0	0	0	0
ASV18630	0	0	0	0	0	0
ASV18631	0	0	0	0	0	0
ASV18632	0	0	0	0	0	0
ASV18633	0	0	0	0	0	206
ASV18634	0	0	0	0	0	0
ASV18635	0	0	0	0	0	0
ASV18636	0	0	0	0	0	0
ASV18637	0	0	0	0	0	0
ASV18638	0	0	0	0	0	0
ASV18639	0	0	0	0	0	0
ASV18640	0	0	0	0	0	0
ASV18641	0	0	0	0	0	0
ASV18642	0	0	0	0	0	0
ASV18643	0	0	0	0	0	0
ASV18644	0	0	0	390	0	0
