#OTU ID	GB51	GB52	GB53	GB54	GB55	GB56
ASV22412	0	0	0	0	0	0
ASV22413	0	0	0	0	0	0
ASV22414	0	0	0	0	0	0
ASV22415	0	0	0	0	0	0
ASV22416	0	0	0	0	0	0
ASV22417	0	0	0	0	0	0
ASV22418	0	0	0	0	0	0
ASV22419	0	0	0	0	0	0
ASV22420	0	0	0	0	0	0
ASV22421	0	0	0	0	0	0
ASV22422	0	0	0	0	0	0
ASV22423	0	0	0	0	0	0
ASV22424	0	0	0	0	0	0
ASV22425	0	0	0	0	0	0
ASV22426	0	0	0	0	0	0
ASV22427	0	0	0	0	0	0
ASV22428	0	0	0	0	0	0
ASV22429	0	0	0	0	0	0
ASV22430	0	0	0	0	0	0
ASV22431	0	0	0	0	0	0
ASV22432	0	0	0	0	0	0
ASV22433	0	0	0	0	0	0
ASV22434	0	0	0	0	0	0
ASV22435	0	0	0	0	0	0
ASV22436	0	0	0	0	0	0
ASV22437	0	0	0	0	0	0
ASV22438	0	0	0	0	0	0
ASV22439	0	0	0	0	0	0
ASV22440	0	0	0	0	0	0
ASV22441	0	0	0	0	0	0
ASV22442	0	0	0	0	0	0
ASV22443	0	0	0	0	0	0
ASV22444	0	0	0	0	0	0
ASV22445	0	0	0	0	0	0
ASV22446	0	0	0	0	0	0
ASV22447	0	0	0	0	0	0
ASV22448	0	0	0	0	0	0
ASV22449	0	0	0	0	0	0
ASV22450	0	0	0	0	0	0
ASV22451	0	0	0	0	0	0
ASV22452	0	0	0	0	0	0
ASV22453	0	0	0	0	0	0
ASV22454	0	0	0	0	0	0
ASV22455	0	0	0	0	0	0
ASV22456	0	0	0	0	0	0
ASV22457	0	0	0	0	0	0
ASV22458	0	0	0	0	0	0
ASV22459	0	0	0	0	0	0
ASV22460	0	0	0	0	0	0
ASV22461	0	0	0	0	0	0
ASV22462	0	0	0	0	0	0
ASV22463	0	0	0	0	0	0
ASV22464	0	0	0	0	0	0
ASV22465	0	0	0	0	0	0
ASV22466	0	0	0	0	0	0
ASV22467	0	0	0	0	0	0
ASV22468	0	0	0	0	0	0
ASV22469	0	0	0	0	0	0
ASV22470	0	0	0	0	0	0
ASV22471	0	0	0	0	0	0
ASV22472	0	0	0	0	0	0
ASV22473	0	0	0	0	0	0
ASV22474	0	0	0	0	0	0
ASV22475	0	0	0	0	0	0
ASV22476	0	0	0	0	0	0
ASV22477	0	0	0	0	0	0
ASV22478	0	0	0	0	0	0
ASV22479	0	0	0	0	0	0
ASV22480	0	0	0	0	0	0
ASV22481	0	0	0	0	0	0
ASV22482	0	0	0	0	0	0
ASV22483	0	0	0	0	0	0
ASV22484	0	0	0	0	0	0
ASV22485	0	0	0	0	0	0
ASV22486	0	0	0	0	0	0
ASV22487	0	0	0	0	0	0
ASV22488	0	0	0	0	0	0
ASV22489	0	0	0	0	0	0
ASV22490	0	0	0	0	0	0
ASV22491	0	0	0	0	0	0
ASV22492	0	0	0	0	0	0
ASV22493	0	0	0	0	0	0
ASV22494	0	0	0	0	0	0
ASV22496	0	0	0	0	0	0
ASV22497	0	0	0	0	0	0
ASV22498	0	0	0	0	0	0
ASV22499	0	0	0	0	0	0
ASV22500	0	0	0	0	0	0
ASV22501	0	0	0	0	0	0
ASV22502	0	0	0	0	0	0
ASV22503	0	0	0	0	0	0
ASV22504	0	0	0	0	0	0
ASV22505	0	0	0	0	0	0
ASV22506	0	0	0	0	0	0
ASV22507	0	0	0	0	0	0
ASV22508	0	0	0	0	0	0
ASV22509	0	0	0	0	0	0
ASV22510	0	0	0	0	0	0
ASV22511	0	0	0	0	0	0
ASV22512	0	0	0	0	0	0
ASV22513	0	0	0	0	0	0
ASV22514	0	0	0	0	0	0
ASV22515	0	0	0	0	0	0
ASV22516	0	0	0	0	0	0
ASV22517	0	0	0	0	0	0
ASV22518	0	0	0	0	0	0
ASV22519	0	0	0	0	0	0
ASV22520	0	0	0	0	0	0
ASV22521	0	0	0	0	0	0
ASV22522	0	0	0	0	0	0
ASV22523	0	0	0	0	0	0
ASV22524	0	0	0	0	0	0
ASV22525	0	0	0	0	0	0
ASV22526	0	0	0	0	0	0
ASV22527	0	0	0	0	0	0
ASV22528	0	0	0	0	0	0
ASV22529	0	0	0	0	0	0
ASV22530	0	0	0	0	0	0
ASV22531	0	0	0	0	0	0
ASV22532	0	0	0	0	0	0
ASV22533	0	0	0	0	0	0
ASV22534	0	0	0	0	0	0
ASV22535	0	0	0	0	0	0
ASV22536	0	0	0	0	0	0
ASV22537	0	0	0	0	0	0
ASV22538	0	0	0	0	0	0
ASV22539	0	0	0	0	0	0
ASV22540	0	0	0	0	0	0
ASV22541	0	0	0	0	0	0
ASV22542	0	0	0	0	0	0
ASV22543	0	0	0	0	0	0
ASV22544	0	0	0	0	0	0
ASV22545	0	0	0	0	0	0
ASV22546	0	0	0	0	0	0
ASV22547	0	0	0	0	0	0
ASV22548	0	0	0	0	0	0
ASV22549	0	0	0	0	0	0
ASV22550	0	0	0	0	0	0
ASV22551	0	0	0	0	0	0
ASV22552	0	0	0	0	0	0
ASV22553	0	0	0	0	0	0
ASV22554	0	0	0	0	0	0
ASV22555	0	0	0	0	0	0
ASV22556	0	0	0	0	0	0
ASV22557	0	0	0	0	0	0
ASV22559	0	0	0	0	0	0
ASV22560	0	0	0	0	0	0
ASV22561	0	0	0	0	0	0
ASV22562	0	0	0	0	0	0
ASV22563	0	0	0	0	0	0
ASV22564	0	0	0	0	0	0
ASV22565	0	0	0	0	0	0
ASV22566	0	0	0	0	0	0
ASV22567	0	0	0	0	0	0
ASV22568	0	0	0	0	0	0
ASV22569	0	0	0	0	0	0
ASV22570	0	0	0	0	0	0
ASV22571	0	0	0	0	0	0
ASV22572	0	0	0	0	0	0
ASV22573	0	0	0	0	0	0
ASV22574	0	0	0	0	0	0
ASV22575	0	0	0	0	0	0
ASV22576	0	0	0	0	0	0
ASV22577	0	0	0	0	0	0
ASV22578	0	0	0	0	0	0
ASV22579	0	0	0	0	0	0
ASV22580	0	0	0	0	0	0
ASV22581	0	0	0	0	0	0
ASV22582	0	0	0	0	0	0
ASV22583	0	0	0	0	0	0
ASV22584	0	0	0	0	0	0
ASV22585	0	0	0	0	0	0
ASV22586	0	0	0	0	0	0
ASV22587	0	0	0	0	0	0
ASV22588	0	0	0	0	0	0
ASV22589	0	0	0	0	0	0
ASV22590	0	0	0	0	0	0
ASV22591	0	0	0	0	0	0
ASV22592	0	0	0	0	0	0
ASV22593	0	0	0	0	0	0
ASV22594	0	0	0	0	0	0
ASV22595	0	0	0	0	0	0
ASV22596	0	0	0	0	0	0
ASV22597	0	0	0	0	0	0
ASV22598	0	0	0	0	0	0
ASV22599	0	0	0	0	0	0
ASV22600	0	0	0	0	0	0
ASV22601	0	0	0	0	0	0
ASV22602	0	0	0	0	0	0
ASV22603	0	0	0	0	0	0
ASV22604	0	0	0	0	0	0
ASV22605	0	0	0	0	0	0
ASV22606	0	0	0	0	0	0
ASV22607	0	0	0	0	0	0
ASV22608	0	0	0	0	0	0
ASV22609	0	0	0	0	0	0
ASV22610	0	0	0	0	0	0
ASV22611	0	0	0	0	0	0
ASV22612	0	0	0	0	0	0
ASV22613	0	0	0	0	0	0
ASV22614	0	0	0	0	0	0
ASV22615	0	0	0	0	0	0
ASV22616	0	0	0	0	0	0
ASV22617	0	0	0	0	0	0
ASV22618	0	0	0	0	0	0
ASV22619	0	0	0	0	0	0
ASV22620	0	0	0	0	0	0
ASV22621	0	0	0	0	0	0
ASV22622	0	0	0	0	0	0
ASV22623	0	0	0	0	0	0
ASV22624	0	0	0	0	0	0
ASV22625	0	0	0	0	0	0
ASV22626	0	0	0	0	0	0
ASV22627	0	0	0	0	0	0
ASV22628	0	0	0	0	0	0
ASV22629	0	0	0	0	0	0
ASV22630	0	0	0	0	0	0
ASV22631	0	0	0	0	0	0
ASV22632	0	0	0	0	0	0
ASV22633	0	0	0	0	0	0
ASV22634	0	0	0	0	0	0
ASV22635	0	0	0	0	0	0
ASV22636	0	0	0	0	0	0
ASV22637	0	0	0	0	0	0
ASV22638	0	0	0	0	0	0
ASV22639	0	0	0	0	0	0
ASV22640	0	0	0	0	0	0
ASV22641	0	0	0	0	0	0
ASV22642	0	0	0	0	0	0
ASV22643	0	0	0	0	0	0
ASV22644	0	0	0	0	0	0
ASV22645	0	0	0	0	0	0
ASV22646	0	0	0	0	0	0
ASV22647	0	0	0	0	0	0
ASV22648	0	0	0	0	0	0
ASV22649	0	0	0	0	0	0
ASV22652	0	0	0	0	0	0
ASV22653	0	0	0	0	0	0
ASV22654	0	0	0	0	0	0
ASV22655	0	0	0	0	0	0
ASV22656	0	0	0	0	0	0
ASV22657	0	0	0	0	0	0
ASV22658	0	0	0	0	0	0
ASV22659	0	0	0	0	0	0
ASV22660	0	0	0	0	0	0
ASV22661	0	0	0	0	0	0
ASV22662	0	0	0	0	0	0
ASV22663	0	0	0	0	0	0
ASV22664	0	0	0	0	0	0
ASV22665	0	0	0	0	0	0
ASV22666	0	0	0	0	0	0
ASV22667	0	0	0	0	0	0
ASV22668	0	0	0	0	0	0
ASV22669	0	0	0	0	0	0
ASV22670	0	0	0	0	0	0
ASV22671	0	0	0	0	0	0
ASV22672	0	0	0	0	0	0
ASV22673	0	0	0	0	0	0
ASV22674	0	0	0	0	0	0
ASV22675	0	0	0	0	0	0
ASV22676	0	0	0	0	0	0
ASV22677	0	0	0	0	0	0
ASV22678	0	0	0	0	0	0
ASV22679	0	0	0	0	0	0
ASV22680	0	0	0	0	0	0
ASV22681	0	0	0	0	0	0
ASV22682	0	0	0	0	0	0
ASV22683	0	0	0	0	0	0
ASV22684	0	0	0	0	0	0
ASV22685	0	0	0	0	0	0
ASV22686	0	0	0	0	0	0
ASV22687	0	0	0	0	0	0
ASV22688	0	0	0	0	0	0
ASV22689	0	0	0	0	0	0
ASV22690	0	0	0	0	0	0
ASV22691	0	0	0	0	0	0
ASV22692	283	0	0	0	0	0
ASV22693	0	0	0	0	0	0
ASV22694	0	0	0	0	0	0
ASV22695	0	0	0	0	0	0
ASV22696	0	0	0	0	0	0
ASV22698	0	0	0	0	0	0
ASV22699	0	0	0	0	0	0
ASV22700	0	0	0	0	0	0
ASV22701	0	0	0	0	0	0
ASV22702	0	0	0	0	0	0
ASV22703	0	0	0	0	0	0
ASV22704	0	0	0	0	0	0
ASV22705	0	0	0	0	0	0
ASV22706	0	0	0	0	0	0
ASV22707	0	0	0	0	0	0
ASV22708	0	0	0	0	0	0
ASV22709	0	0	0	0	0	0
ASV22710	0	0	0	0	0	0
ASV22711	0	0	0	0	0	0
ASV22712	0	0	0	0	0	0
ASV22713	0	0	0	0	0	0
ASV22714	0	0	0	0	0	0
ASV22715	0	0	0	0	0	0
ASV22716	0	0	0	0	0	0
ASV22717	0	0	0	0	0	0
ASV22718	0	0	0	0	0	0
ASV22719	0	0	0	0	0	0
ASV22720	0	0	0	0	0	0
ASV22721	0	0	0	0	0	0
ASV22722	0	0	0	0	0	0
ASV22723	0	0	0	0	0	0
ASV22724	0	0	0	0	0	0
ASV22726	0	0	0	0	0	0
ASV22727	0	0	0	0	0	0
ASV22728	0	0	0	0	0	0
ASV22729	0	0	0	0	0	0
ASV22730	0	0	0	0	0	0
ASV22731	0	0	0	0	0	0
ASV22732	0	0	0	0	0	0
ASV22733	0	0	0	0	0	0
ASV22734	0	0	0	0	0	0
ASV22735	0	0	0	0	0	0
ASV22736	0	0	0	0	0	0
ASV22737	0	166	0	0	0	0
ASV22738	0	0	0	0	0	0
ASV22739	0	0	0	0	0	0
ASV22740	0	0	0	160	0	0
ASV22741	0	0	0	0	0	0
ASV22743	0	0	0	0	0	0
ASV22744	0	0	0	200	0	0
ASV22745	0	0	0	0	0	0
ASV22746	0	0	0	0	0	0
ASV22747	0	0	0	0	0	103
ASV22748	0	0	0	0	0	0
ASV22749	0	0	0	0	0	0
ASV22750	0	0	0	0	0	0
ASV22751	0	0	0	0	0	0
ASV22752	0	0	0	0	0	0
ASV22753	0	0	0	0	0	0
ASV22754	0	0	0	0	0	0
ASV22755	0	0	0	0	0	0
ASV22756	0	0	0	0	0	0
ASV22757	0	0	0	0	0	0
ASV22758	0	0	0	0	0	0
ASV22759	0	0	0	0	0	0
ASV22760	0	0	0	0	0	0
ASV22761	0	0	0	0	0	0
ASV22762	0	0	0	0	0	0
ASV22763	0	0	0	0	0	0
ASV22764	0	0	0	0	0	0
ASV22765	0	0	0	0	0	0
ASV22766	0	0	0	0	0	0
ASV22767	0	0	0	0	0	0
ASV22768	538	0	0	0	0	0
ASV22769	0	0	0	0	0	0
ASV22770	0	0	0	0	0	0
ASV22771	0	0	0	0	0	0
ASV22772	0	0	0	0	0	0
ASV22773	0	0	0	0	0	0
ASV22774	0	0	0	0	0	0
ASV22775	0	0	0	0	0	0
ASV22776	0	0	0	0	0	0
ASV22777	0	121	0	0	0	0
ASV22778	0	0	0	0	0	0
ASV22779	0	0	0	0	0	0
ASV22780	0	0	0	0	0	0
ASV22781	0	0	0	0	0	0
ASV22782	0	0	0	0	0	0
ASV22783	0	0	0	0	0	0
ASV22784	0	0	0	0	0	0
ASV22785	0	0	0	0	0	0
ASV22786	0	0	0	0	0	0
ASV22787	0	0	0	0	0	0
ASV22788	0	0	0	0	0	0
ASV22789	0	0	0	0	0	0
ASV22790	0	0	0	0	0	0
ASV22791	0	0	0	0	0	0
ASV22792	0	0	0	0	0	0
ASV22793	0	0	0	0	0	0
ASV22794	0	0	0	0	0	0
ASV22795	0	0	0	0	0	0
ASV22796	0	0	0	0	0	0
ASV22797	0	0	0	0	0	0
ASV22798	0	0	0	0	0	0
ASV22799	0	0	0	0	0	0
ASV22800	0	0	0	0	0	0
ASV22801	0	0	0	0	0	0
ASV22802	0	0	0	0	0	0
ASV22803	0	0	0	0	0	0
ASV22804	0	0	0	0	0	0
ASV22805	0	0	0	0	0	0
ASV22806	0	0	0	0	0	0
ASV22807	0	0	0	0	0	0
ASV22808	0	0	0	0	0	0
ASV22809	0	0	0	0	0	0
ASV22810	0	0	0	0	0	0
ASV22811	0	0	0	0	0	0
ASV22812	0	0	0	0	0	0
ASV22813	0	0	383	0	0	0
ASV22814	0	0	0	0	578	0
ASV22815	0	0	0	0	0	0
ASV22816	0	0	0	0	0	0
ASV22817	0	0	0	0	0	0
ASV22818	0	0	0	0	0	0
ASV22819	0	0	0	0	0	0
ASV22820	0	0	0	0	0	0
ASV22821	0	0	0	0	0	0
ASV22822	0	0	0	0	0	0
ASV22823	0	0	0	0	0	0
ASV22824	0	0	0	0	0	0
ASV22825	0	0	0	0	0	0
ASV22826	0	0	0	0	0	0
ASV22827	0	0	0	0	0	0
ASV22828	0	0	0	0	0	0
ASV22829	0	0	0	0	0	0
ASV22830	0	0	0	0	0	0
ASV22831	0	0	0	0	0	0
ASV22832	0	0	0	0	0	0
ASV22833	0	0	0	0	0	206
ASV22834	0	0	0	0	0	0
ASV22835	731	0	0	0	0	0
ASV22836	524	0	0	0	0	0
ASV22837	1572	0	0	0	0	0
ASV22838	798	0	0	0	0	0
ASV22839	663	0	0	0	0	0
ASV22840	204	0	0	0	0	0
ASV22841	465	0	0	0	0	0
ASV22842	524	0	0	0	0	0
ASV22843	378	0	0	0	0	0
ASV22844	663	0	0	0	0	0
ASV22845	455	0	0	0	0	0
ASV22846	359	0	0	0	0	0
ASV22847	359	0	0	0	0	0
ASV22848	332	0	0	0	0	0
ASV22849	196	0	0	0	0	0
ASV22850	0	0	0	0	0	0
ASV22851	0	364	0	0	0	0
ASV22852	0	499	0	0	0	0
ASV22853	0	409	0	0	0	0
ASV22854	0	499	0	0	0	0
ASV22855	0	273	0	0	0	0
ASV22856	0	584	0	0	0	0
ASV22857	0	228	0	0	0	0
ASV22858	0	1060	0	0	0	0
ASV22859	0	499	0	0	0	0
ASV22860	0	332	0	0	0	0
ASV22861	0	166	0	0	0	0
ASV22862	0	364	0	0	0	0
ASV22863	0	353	0	0	0	0
ASV22864	0	182	0	0	0	0
ASV22865	0	364	0	0	0	0
ASV22866	0	0	360	0	0	0
ASV22867	0	0	766	0	0	0
ASV22868	0	0	269	0	0	0
ASV22869	0	0	312	0	0	0
ASV22870	0	0	263	0	0	0
ASV22871	0	0	487	0	0	0
ASV22872	0	0	422	0	0	0
ASV22873	0	0	766	0	0	0
ASV22874	0	0	766	0	0	0
ASV22875	0	0	62	0	0	0
ASV22876	0	0	394	0	0	0
ASV22877	0	0	298	0	0	0
ASV22878	0	0	226	0	0	0
ASV22879	0	0	263	0	0	0
ASV22880	0	0	132	0	0	0
ASV22881	0	0	395	0	0	770
ASV22882	0	0	66	0	0	0
ASV22883	0	0	96	0	0	0
ASV22884	0	0	0	0	0	0
ASV22885	0	0	0	1866	0	0
ASV22886	0	0	0	1497	0	0
ASV22887	0	0	0	1676	0	0
ASV22888	0	0	0	2717	0	0
ASV22889	0	0	0	933	0	0
ASV22890	0	0	0	2717	0	0
ASV22891	0	0	0	1278	0	0
ASV22892	0	0	0	788	0	0
ASV22893	0	0	0	2799	0	0
ASV22894	0	0	0	1201	0	0
ASV22895	0	0	0	2799	0	0
ASV22896	0	0	0	933	0	0
ASV22897	0	0	0	1278	0	0
ASV22898	0	0	0	2799	0	0
ASV22899	0	0	0	280	0	0
ASV22900	0	0	0	1421	0	0
ASV22901	0	0	0	913	0	0
ASV22902	0	0	0	516	0	0
ASV22903	0	0	0	1200	0	0
ASV22904	0	0	0	0	456	0
ASV22905	0	0	0	0	528	0
ASV22906	0	0	0	0	278	0
ASV22907	0	0	0	0	102	0
ASV22908	0	0	0	0	262	0
ASV22909	0	0	0	0	181	0
ASV22910	0	0	0	0	771	0
ASV22911	0	0	0	0	298	0
ASV22912	0	0	0	0	193	0
ASV22913	0	0	0	0	206	0
ASV22914	0	0	0	0	0	824
ASV22915	0	0	0	0	0	770
ASV22916	0	0	0	0	0	370
ASV22917	0	0	0	0	0	288
ASV22918	0	0	0	0	0	154
ASV22919	0	0	0	0	0	0
ASV22920	0	0	0	0	0	0
ASV22921	0	0	0	0	0	0
ASV22922	0	0	0	0	0	0
ASV22923	0	0	0	0	0	0
ASV22924	0	0	0	0	0	0
ASV22925	0	0	0	0	0	0
ASV22926	0	0	0	0	0	0
ASV22927	0	0	0	0	0	0
ASV22928	0	0	0	0	0	0
ASV22929	0	0	0	0	0	0
ASV22930	0	0	0	0	0	0
ASV22931	0	0	0	0	0	0
ASV22932	0	0	0	0	0	0
ASV22933	0	0	0	0	0	0
ASV22934	0	0	0	0	0	0
ASV22935	0	0	0	0	0	0
ASV22936	0	0	0	0	0	0
ASV22937	0	0	0	0	0	0
ASV22938	0	0	0	0	0	0
ASV22939	0	0	0	0	0	0
ASV22940	0	0	0	0	0	0
ASV22941	0	0	0	0	0	0
ASV22942	0	0	0	0	0	0
ASV22943	0	0	0	0	0	0
ASV22944	0	0	0	0	0	0
ASV22945	0	0	0	0	0	0
ASV22946	0	0	0	0	0	0
ASV22947	0	0	0	0	0	0
ASV22948	0	0	0	0	0	0
ASV22949	0	0	0	0	0	0
ASV22951	0	0	0	0	0	0
ASV22952	0	0	0	0	0	0
ASV22953	0	0	0	0	0	0
ASV22954	0	0	0	0	0	0
ASV22955	0	0	0	0	0	0
ASV22956	0	0	0	0	0	0
ASV22957	0	0	0	0	0	0
ASV22958	0	0	0	0	0	0
ASV22959	0	0	0	0	0	0
ASV22960	0	0	0	0	0	0
ASV22961	0	0	0	0	0	0
ASV22962	0	0	0	0	0	0
ASV22963	0	0	0	0	0	0
ASV22964	0	0	0	0	0	0
ASV22965	0	0	0	0	0	0
ASV22966	0	0	0	0	0	0
ASV22967	0	0	0	0	0	0
ASV22968	0	0	0	0	0	0
ASV22969	0	0	0	0	0	0
ASV22970	0	0	0	0	0	0
ASV22971	0	0	0	0	0	0
ASV22972	0	0	0	0	0	0
ASV22973	0	0	0	0	0	0
ASV22974	0	0	0	0	0	0
ASV22975	0	0	0	0	0	0
ASV22976	0	0	0	0	0	0
ASV22977	0	0	0	0	0	0
ASV22978	0	0	0	0	0	0
ASV22979	0	0	0	0	0	0
ASV22980	0	0	0	0	0	0
ASV22981	0	0	0	0	0	0
ASV22982	0	0	0	0	0	0
ASV22983	0	0	0	0	0	0
ASV22984	0	0	0	0	0	0
ASV22985	0	0	0	0	0	0
ASV22986	0	0	0	0	0	0
ASV22987	0	0	0	0	0	0
ASV22988	0	0	0	0	0	0
ASV22989	0	0	0	0	0	0
ASV22990	0	0	0	0	0	0
ASV22991	0	0	0	0	0	0
ASV22992	0	0	0	0	0	0
ASV22993	0	0	0	0	0	0
ASV22994	0	0	0	0	0	0
ASV22995	0	0	0	0	0	0
ASV22996	0	0	0	0	0	0
ASV22997	0	0	0	0	0	0
ASV22998	0	0	0	0	0	0
ASV22999	0	0	0	0	0	0
ASV23000	0	0	0	0	0	0
ASV23001	0	0	0	0	0	0
ASV23002	0	0	0	0	0	0
ASV23003	0	0	0	0	0	0
ASV23004	0	0	0	0	0	0
ASV23005	0	0	0	0	0	0
ASV23006	0	0	0	0	0	0
ASV23007	0	0	0	0	0	0
ASV23008	0	0	0	0	0	0
ASV23009	0	0	0	0	0	0
ASV23010	0	0	0	0	0	0
ASV23011	0	0	0	0	0	0
ASV23012	0	0	0	0	0	0
ASV23013	0	0	0	0	0	0
ASV23014	0	0	0	0	0	0
ASV23015	0	0	0	0	0	0
ASV23016	0	0	0	0	0	0
ASV23017	0	0	0	0	0	0
ASV23018	0	0	0	0	0	0
ASV23019	0	0	0	0	0	0
ASV23020	0	0	0	0	0	0
ASV23021	0	0	0	0	0	0
ASV23022	0	0	0	0	0	0
ASV23023	0	0	0	0	0	0
ASV23024	0	0	0	0	0	0
ASV23025	0	0	0	0	0	0
ASV23026	0	0	0	0	0	0
ASV23027	0	0	0	0	0	0
ASV23028	0	0	0	0	0	0
ASV23029	0	0	0	0	0	0
ASV23030	0	0	0	0	0	0
ASV23031	0	0	0	0	0	0
ASV23032	0	0	0	0	0	0
ASV23033	0	0	0	0	0	0
ASV23034	0	0	0	0	0	0
ASV23036	0	0	0	0	0	0
ASV23037	0	0	0	0	0	0
ASV23038	0	0	0	0	0	0
ASV23039	0	0	0	0	0	0
ASV23040	0	0	0	0	0	0
ASV23041	0	0	0	0	0	0
ASV23042	0	0	0	0	0	0
ASV23043	0	0	0	0	0	0
ASV23044	0	0	0	0	0	0
ASV23045	0	0	0	0	0	0
ASV23046	0	0	0	0	0	0
ASV23047	0	0	0	0	0	0
ASV23048	0	0	0	0	0	0
ASV23049	0	0	0	0	0	0
ASV23050	0	0	0	0	0	0
ASV23051	0	0	0	0	0	0
ASV23052	0	0	0	0	0	0
ASV23053	0	0	0	0	0	0
ASV23054	0	0	0	0	0	0
ASV23055	0	0	0	0	0	0
ASV23056	0	0	0	0	0	0
ASV23057	0	0	0	0	0	0
ASV23058	0	0	0	0	0	0
ASV23059	0	0	0	0	0	0
ASV23060	0	0	0	0	0	0
ASV23061	0	0	0	0	0	0
ASV23062	0	0	0	0	0	0
ASV23063	0	0	0	0	0	0
ASV23064	0	0	0	0	0	0
ASV23065	0	0	0	0	0	0
ASV23066	0	0	0	0	0	0
ASV23067	0	0	0	0	0	0
ASV23068	0	0	0	0	0	0
ASV23069	0	0	0	0	0	0
ASV23070	0	0	0	0	0	0
ASV23071	0	0	0	0	0	0
ASV23072	0	0	0	0	0	0
ASV23073	0	0	0	0	0	0
ASV23074	0	0	0	0	0	0
ASV23075	0	0	0	0	0	0
ASV23076	0	0	0	0	0	0
ASV23077	0	0	0	0	0	0
ASV23078	0	0	0	0	0	0
ASV23079	0	0	0	0	0	0
ASV23080	0	0	0	0	0	0
ASV23081	0	0	0	0	0	0
ASV23082	0	0	0	0	0	0
ASV23083	0	0	0	0	0	0
ASV23084	0	0	0	0	0	0
ASV23085	0	0	0	0	0	0
ASV23086	0	0	0	0	0	0
ASV23087	0	0	0	0	0	0
ASV23088	0	0	0	0	0	0
ASV23089	0	0	0	0	0	0
ASV23090	0	0	0	0	0	0
ASV23091	0	0	0	0	0	0
ASV23092	0	0	0	0	0	0
ASV23093	0	0	0	0	0	0
ASV23094	0	0	0	0	0	0
ASV23095	0	0	0	0	0	0
ASV23096	0	0	0	0	0	0
ASV23097	0	0	0	0	0	0
ASV23099	0	0	0	0	0	0
ASV23100	0	0	0	0	0	0
ASV23101	0	0	0	0	0	0
ASV23102	0	0	0	0	0	0
ASV23103	0	0	0	0	0	0
ASV23104	0	0	0	0	0	0
ASV23105	0	0	0	0	0	0
ASV23106	0	0	0	0	0	0
ASV23107	0	0	0	0	0	0
ASV23108	0	0	0	0	0	0
ASV23109	0	0	0	0	0	0
ASV23110	0	0	0	0	0	0
ASV23111	0	0	0	0	0	0
ASV23112	0	0	0	0	0	0
ASV23113	0	0	0	0	0	0
ASV23114	0	0	0	0	0	0
ASV23115	0	0	0	0	0	0
ASV23116	0	0	0	0	0	0
ASV23117	0	0	0	0	0	0
ASV23118	0	0	0	0	0	0
ASV23119	0	0	0	0	0	0
ASV23120	0	0	0	0	0	0
ASV23121	0	0	0	0	0	0
ASV23122	0	0	0	0	0	0
ASV23123	0	0	0	0	0	0
ASV23124	0	0	0	0	0	0
ASV23125	0	0	0	0	0	0
ASV23126	0	0	0	0	0	0
ASV23127	0	0	0	0	0	0
ASV23128	0	0	0	0	0	0
ASV23129	0	0	0	0	0	0
ASV23130	0	0	0	0	0	0
ASV23131	0	0	0	0	0	0
ASV23132	0	0	0	0	0	0
ASV23133	0	0	0	0	0	0
ASV23134	0	0	0	0	0	0
ASV23135	0	0	0	0	0	0
ASV23136	0	0	0	0	0	0
ASV23137	0	0	0	0	0	0
ASV23138	0	0	0	0	0	0
ASV23139	0	0	0	0	0	0
ASV23140	0	0	0	0	0	0
ASV23141	0	0	0	0	0	0
ASV23142	0	0	0	0	0	0
ASV23143	0	0	0	0	0	0
ASV23144	0	0	0	0	0	0
ASV23145	0	0	0	0	0	0
ASV23146	0	0	0	0	0	0
ASV23147	0	0	0	0	0	0
ASV23148	0	0	0	0	0	0
ASV23149	0	0	0	0	0	0
ASV23150	0	0	0	0	0	0
ASV23151	0	0	0	0	0	0
ASV23152	0	0	0	0	0	0
ASV23153	0	0	0	0	0	0
ASV23154	0	0	0	0	0	0
ASV23155	0	0	0	0	0	0
ASV23156	0	0	0	0	0	0
ASV23157	0	0	0	0	0	0
ASV23158	0	0	0	0	0	0
ASV23159	0	0	0	0	0	0
ASV23161	0	0	0	0	0	0
ASV23162	0	0	0	0	0	0
ASV23163	0	0	0	0	0	0
ASV23164	0	0	0	0	0	0
ASV23165	0	0	0	0	0	0
ASV23166	0	0	0	0	0	0
ASV23167	0	0	0	0	0	0
ASV23168	0	0	0	0	0	0
ASV23169	0	0	0	0	0	0
ASV23170	0	0	0	0	0	0
ASV23171	0	0	0	0	0	0
ASV23172	0	0	0	0	0	0
ASV23173	0	0	0	0	0	0
ASV23174	0	0	0	0	0	0
ASV23176	0	0	0	0	0	0
ASV23177	0	0	0	0	0	0
ASV23179	0	0	0	0	0	0
ASV23180	0	0	0	0	0	0
ASV23181	0	0	0	0	0	0
ASV23182	0	0	0	0	0	0
ASV23183	0	0	0	0	0	0
ASV23184	0	0	0	0	0	0
ASV23185	0	0	0	0	0	0
ASV23186	0	0	0	0	0	0
ASV23187	0	0	0	0	0	0
ASV23188	0	0	0	0	0	0
ASV23189	0	0	0	0	0	0
ASV23190	0	0	0	0	0	0
ASV23191	0	0	0	0	0	0
ASV23192	0	0	0	0	0	0
ASV23193	0	0	0	0	0	0
ASV23194	0	0	0	0	0	0
ASV23195	0	0	0	0	0	0
ASV23196	0	0	0	0	0	0
ASV23197	0	0	0	0	0	0
ASV23198	0	0	0	0	0	0
ASV23199	0	0	0	0	0	0
